removed_subject,converged,optimizer,Intercept,Intercept__difference_from_full,"C(condition, Treatment(reference='Neutral'))[T.Standard]","C(condition, Treatment(reference='Neutral'))[T.Standard]__difference_from_full",sequence_c10,sequence_c10__difference_from_full,subject_accuracy_z,subject_accuracy_z__difference_from_full,item_entropy_z,item_entropy_z__difference_from_full,subject_mean_models_z,subject_mean_models_z__difference_from_full,models_within_subject_z,models_within_subject_z__difference_from_full
64707,True,lbfgs,73.10636137828503,0.010883485333508247,5.052729688401035,-0.19405893263679186,-0.44470252541171024,-0.0066309327493708214,0.7164612132610925,0.02040876625318,-2.496566457823289,-0.009138118851717003,-2.140656938402966,0.10014438486294708,-0.4838125921786351,0.0007857122371563996
64708,True,lbfgs,73.19594428959444,0.1004663966429149,4.719947442934485,-0.526841178103342,-0.4440025802828302,-0.0059309876204907686,0.1271589394876279,-0.5688935075202846,-2.5041880360821933,-0.016759697110621197,-2.031413985654103,0.20938733761181005,-0.4909652595981439,-0.006366955182352418
64776,True,lbfgs,73.07701938818278,-0.018458504768744888,5.374524464560204,0.12773584352237677,-0.43542958701682666,0.002642005645512757,0.739210849420294,0.04315840241238156,-2.4706720021447803,0.016756336826791784,-2.3288132711864153,-0.08801194792050238,-0.49120023767088833,-0.006601933255096837
64793,True,lbfgs,73.10793611198883,0.012458219037313256,5.101861801700665,-0.14492681933716156,-0.4313575099311868,0.006714082731152593,0.6628264171191313,-0.033226029888781206,-2.454287472082016,0.033140866889556087,-2.1401101726574536,0.10069115060845935,-0.488612003632563,-0.004013699216771527
64806,True,lbfgs,72.99306205986416,-0.10241583308736324,5.122758788075342,-0.12402983296248493,-0.4465423579973662,-0.008470765335026775,1.0964919600372307,0.40043951302931824,-2.4922741747489,-0.004845835777327778,-2.662609940134658,-0.42180861686874493,-0.5050196773776623,-0.0204213729618708
64843,True,lbfgs,73.0859531950129,-0.0095246979386161,5.0403392779825005,-0.20644934305532647,-0.4487842508496684,-0.010712658187328972,0.770108807240603,0.07405636023269058,-2.487529942958156,-0.0001016039865837648,-2.241543787900308,-0.0007424646343952013,-0.48670702757429396,-0.002108723158502468
64869,True,lbfgs,73.21475663416655,0.11927874121502668,5.127478443180373,-0.11931017785745368,-0.4519488213061549,-0.013877228643815465,0.673820256915288,-0.02223219009262445,-2.5122165768350126,-0.024788237863440532,-2.2889591384305548,-0.04815781516464179,-0.4798392620163867,0.004759042399404778
64871,True,lbfgs,73.27850827001146,0.18303037705993574,5.042458993186149,-0.20432962785167774,-0.43016089652235445,0.007910696139984963,0.6010758808594682,-0.0949765661484443,-2.515575512663776,-0.028147173692203875,-2.1925876199816687,0.048213703284244236,-0.48552606839936935,-0.0009277639835778562
64882,True,lbfgs,73.09809635539176,0.002618462440239,5.2558622179141965,0.00907359687636955,-0.4183042618676077,0.019767330794731697,0.6915455218643839,-0.004506925143528573,-2.5099280764211613,-0.02249973744958922,-2.247255857306091,-0.006454534040178039,-0.48401344406853386,0.0005848603472576319
64888,True,lbfgs,72.92124628293008,-0.17423161002143672,5.396643465809021,0.14985484477119382,-0.43081589605809334,0.007255696604246076,0.5045359366683437,-0.19151651033956874,-2.4861943142312986,0.001234024740273565,-2.2371290555250014,0.003672267740911561,-0.484213382145085,0.000384922270706467
64890,True,lbfgs,73.25515341915745,0.1596755262059304,5.070198692657466,-0.17658992838036092,-0.42516351062814417,0.012908082034195245,0.6122001533112639,-0.0838522936966486,-2.497082434649712,-0.009654095678139907,-2.198234722136918,0.04256660112899491,-0.4860181591924775,-0.0014198547766859915
64919,True,lbfgs,73.0912850360376,-0.004192856913917353,5.342527260782054,0.09573863974422725,-0.4611694368768115,-0.023097844214472085,0.7530716081563281,0.057019161148415654,-2.5061056208191266,-0.01867728184755446,-2.234924599992963,0.005876723272950191,-0.486704104485218,-0.002105800069426511
64923,True,lbfgs,73.03112011651078,-0.06435777644074392,5.3156730091719275,0.06888438813410058,-0.441688216890708,-0.003616624228368559,0.7312164658153112,0.03516401880739872,-2.5040143355352327,-0.016585996563660554,-2.258651911446188,-0.01785058818027485,-0.4880264373648594,-0.003428132949067908
64926,True,lbfgs,73.10265209907446,0.007174206122940063,5.3312130672639055,0.08442444622607859,-0.4328563698797885,0.005215222782550932,0.6688309473913735,-0.02722149961653897,-2.507456651309761,-0.020028312338189025,-2.2312585514625933,0.009542771803319638,-0.4856768551075906,-0.0010785506917991294
64939,True,lbfgs,73.0708772717338,-0.024600621217715002,5.553214000653402,0.30642537961557537,-0.4378472890252837,0.00022430363705572276,0.7164141998799143,0.020361752872001815,-2.49136132851306,-0.003932989541487686,-2.4234867491247587,-0.18268542585884573,-0.48751107319231274,-0.002912768776521246
64947,True,lbfgs,73.08643986587616,-0.00903802707536272,5.469030079682359,0.22224145864453249,-0.4611941553217334,-0.023122562659393997,0.6718745588768167,-0.02417788813109578,-2.507162811509918,-0.019734472538345926,-2.3594405248799584,-0.1186392016140454,-0.48495183992194346,-0.0003535355061519696
64973,True,lbfgs,73.069586659607,-0.025891233344523812,5.490764839022626,0.24397621798479907,-0.43470163170531884,0.003369960957020579,0.7302805249395601,0.034228077931647616,-2.462216705305799,0.02521163366577328,-2.389750922208273,-0.14894959894236015,-0.5065184287473262,-0.02192012433153473
64976,True,lbfgs,73.3225759755798,0.2270980826282738,5.017345674386182,-0.22944294665164477,-0.4553588333415351,-0.01728724067919568,0.6322883639136871,-0.06376408309422532,-2.51650807915135,-0.02907974017977777,-2.317315904014112,-0.07651458074819883,-0.4775184621635733,0.007079842252218194
65018,True,lbfgs,73.67716056288904,0.5816826699375213,4.645869733851603,-0.6009188871862241,-0.4280394536279228,0.010032139034416632,0.584116969450987,-0.11193547755692546,-2.504088699788434,-0.016660360816862063,-2.215374949670287,0.02542637359562594,-0.484445846444032,0.00015245797175950093
65021,True,lbfgs,73.06756417079795,-0.027913722153570575,5.174425579642822,-0.07236304139500493,-0.4589512509179156,-0.020879658255576194,0.7640547239945955,0.06800227698668304,-2.4395246699859694,0.04790366898560272,-2.347949411159488,-0.1071480878935751,-0.5620434889207,-0.0774451845049085
65028,True,lbfgs,73.3250708082041,0.22959291525258152,5.0090965736413695,-0.23769204739645744,-0.4294147336810042,0.008656858981335225,0.7368117592798602,0.040759312271947734,-2.4881953468339044,-0.0007670078623323029,-2.1326738563699177,0.10812746689599528,-0.46205597495416795,0.022542329461623545
65048,True,lbfgs,73.0940719268717,-0.0014059660798153573,5.250494351973742,0.003705730935915419,-0.4517553067634347,-0.013683714101095312,0.695969856910012,-8.259009790045901e-05,-2.469277919446994,0.018150419524578076,-2.2412342651545907,-0.000432941888677707,-0.48578901816288184,-0.001190713747090344
65063,True,lbfgs,73.15091243955786,0.05543454660633529,4.890312101070172,-0.3564765199676554,-0.4466355000225304,-0.00856390736019097,0.5306618828092683,-0.16539056419864417,-2.496264581099034,-0.008836242127461702,-1.9710409145858487,0.26976040868006423,-0.4771842807646108,0.007414023651180712
65065,True,lbfgs,73.15692918871618,0.061451295764655356,5.181560149425054,-0.06522847161277312,-0.4092509648050963,0.028820627857243097,0.7010541813980037,0.005001734390091217,-2.4918143335606175,-0.004385994589045428,-2.2090071072266495,0.03179421603926347,-0.5096419150673315,-0.025043610651539983
65071,True,lbfgs,73.14844232393497,0.05296443098345094,5.194511609542162,-0.05227701149566499,-0.4544917133226163,-0.01642012066027687,0.6912697237136213,-0.004782723294291191,-2.5015415504332577,-0.014113211461685538,-2.265872624367708,-0.025071301101795118,-0.477547257550116,0.007051046865675481
65079,True,lbfgs,73.33847916798715,0.24300127503562408,4.985767585420866,-0.2610210356169613,-0.44419010142223037,-0.0061185087598909504,0.6606399528308048,-0.03541249417710768,-2.449746862572411,0.037681476399161085,-2.090476402533343,0.1503249207325701,-0.4800134926458795,0.0045848117699119895
65080,True,lbfgs,73.05794260340551,-0.03753528954601393,5.18649286359735,-0.06029575744047655,-0.4547915500901511,-0.016719957427811682,0.8343441374872406,0.1382916904793281,-2.4823852154870263,0.005043123484545831,-2.3971795575820174,-0.15637823431610443,-0.5088050183754366,-0.024206713959645076
65088,True,lbfgs,72.85651511041544,-0.2389627825360776,5.4943759068803,0.24758728584247347,-0.4535314022468856,-0.01545980958454618,0.8061807557666046,0.11012830875869217,-2.4813915368002832,0.00603680217128888,-2.191588869575961,0.049212453689952085,-0.47646961758828965,0.008128686827501841
65112,True,lbfgs,73.08777838898762,-0.0076995039639058405,5.224934309807767,-0.021854311230059764,-0.4181840165676117,0.019887576094727688,0.7451475585233538,0.049095111515441325,-2.5250818460264544,-0.03765350705488224,-2.291041615737335,-0.05024029247142181,-0.441476491472568,0.04312181294322348
65163,True,lbfgs,73.08168157432162,-0.013796318629900384,5.355642376150717,0.1088537551128903,-0.46387679603950777,-0.02580520337716835,0.7266109894126954,0.03055854240478295,-2.480699148431064,0.006729190540508245,-2.314279122108307,-0.07347779884239403,-0.4681356652822079,0.01646263913358359
65222,True,lbfgs,73.32240564111223,0.22692774816070482,5.01971207000637,-0.22707655103145719,-0.4641453643296504,-0.026073771667311008,0.6317046633278841,-0.06434778368002836,-2.498945886551554,-0.011517547579981802,-2.3180163234850104,-0.07721500021909744,-0.4774637090958783,0.007134595319913173
65278,True,lbfgs,73.05401777237914,-0.04146012057238124,5.189028895045697,-0.057759725992130306,-0.47918165266338986,-0.04111006000105044,0.8397371874190914,0.14368474041117896,-2.4626810144609594,0.024747324510612678,-2.4032779400879525,-0.1624766168220395,-0.4583019844789768,0.026296319936814694
65305,True,lbfgs,72.97859693501259,-0.11688095793893183,5.341892471399761,0.0951038503619337,-0.4346428214055414,0.0034287712567980244,0.6408222515685548,-0.0552301954393577,-2.5003062353203793,-0.012877896348807205,-2.1318474511433925,0.1089538721225205,-0.48486434780226734,-0.0002660433864758449
65322,True,lbfgs,73.01701630966645,-0.07846158328507613,5.328761762095763,0.08197314105793563,-0.4164116127158102,0.02165997994652924,0.6676849998019786,-0.02836744720593387,-2.4569633459946085,0.03046499297696359,-2.2678931507051994,-0.027091827439286398,-0.4266835422174462,0.05791476219834529
65323,True,lbfgs,73.06283719440218,-0.03264069854934348,5.504033288690477,0.25724466765264964,-0.44498657792691737,-0.006914985264577955,0.7682412035931437,0.07218875658523127,-2.4711394275237613,0.01628891144781086,-2.4143786773265403,-0.17357735406062735,-0.4960691494517539,-0.011470845035962407
65466,True,lbfgs,73.12523358428945,0.029755691337925327,4.907912534929645,-0.3388760861081819,-0.4428825888622871,-0.004810996199947681,0.6739346742566367,-0.0221177727512758,-2.5072011764235964,-0.019772837452024294,-2.042360906113265,0.19844041715264815,-0.48209157593292284,0.0025067284828686476
65502,True,lbfgs,73.15112259004398,0.055644697092461115,5.187675022198761,-0.059113598839066306,-0.40710191876319685,0.03096967389914257,0.7005772800570408,0.004524833049128318,-2.4918131559991545,-0.004384817027582422,-2.2120385965322766,0.028762726733636335,-0.5011999472089411,-0.01660164279314963
65554,True,lbfgs,73.03453033544352,-0.06094755750800118,5.108551812154746,-0.13823680888308054,-0.4317720129397661,0.006299579722573334,0.9107863434088128,0.21473389640090035,-2.4824460032787714,0.00498233569280071,-2.508169315146574,-0.26736799188066085,-0.4559946808864474,0.02860362352934409
65585,True,lbfgs,73.08880662964921,-0.0066712633023087164,5.253899175671157,0.007110554633330324,-0.43994596673554226,-0.0018743740732028447,0.7033877982262287,0.007335351218316188,-2.499672748879428,-0.012244409907856024,-2.249364647278388,-0.00856332401247517,-0.49640314873291885,-0.011804844317127361
65909,True,lbfgs,73.28593988649733,0.19046199354581006,5.081497815826698,-0.1652908052111286,-0.4429512846117929,-0.00487969194945348,0.7608754804001585,0.06482303339224604,-2.5025539126229956,-0.01512557365142353,-2.39645735381695,-0.15565603055103683,-0.48066209677280036,0.00393620764299113
65973,True,lbfgs,73.01243829085213,-0.08303960209939021,5.667139857582912,0.420351236545085,-0.4352662623303149,0.0028053303320245138,1.165226578074606,0.4691741310666936,-2.4791178930890556,0.008310445882516504,-2.4206223952204033,-0.17982107195449037,-0.5198378986705273,-0.03523959425473583
65995,True,lbfgs,72.87118800480005,-0.22428988815147477,5.473437054187689,0.22664843314986172,-0.4426069191756567,-0.004535326513317284,0.780608853958251,0.0845564069503385,-2.49392418957272,-0.006495850601147879,-2.179307244462685,0.0614940788032281,-0.48755044726720614,-0.002952142851414652
66020,True,lbfgs,73.1263585052837,0.030880612332182977,5.214085374345171,-0.03270324669265623,-0.4286162608640962,0.009455331798243205,0.6906397791979328,-0.005412667809979621,-2.5080553240225867,-0.020626985051014568,-2.2525258656795764,-0.011724542413663386,-0.4945022058735081,-0.009903901457716635
66022,True,lbfgs,73.38457023139289,0.28909233844136395,4.985984778389764,-0.26080384264806256,-0.4454903297194607,-0.007418737057121261,0.7295770623098448,0.03352461530193229,-2.478147647785147,0.009280691186424939,-2.4295440548296825,-0.18874273156376953,-0.48475231472555513,-0.00015401030976364138
66036,True,lbfgs,73.07512204947928,-0.020355843472245283,5.0426268359789805,-0.2041617850588464,-0.43227393437941103,0.005797658282928386,0.8247073490435555,0.128654902035643,-2.487630248633824,-0.00020190966225186457,-2.273044331905743,-0.032243008639829984,-0.48688981362572425,-0.0022915092099327627
66050,True,lbfgs,73.27471882750933,0.17924093455781076,5.090033512631794,-0.15675510840603302,-0.4523684904132488,-0.014296897750909365,0.7566904182548959,0.060637971246983446,-2.510101759035261,-0.022673420063688887,-2.386407991318644,-0.14560666805273081,-0.47304204906212616,0.011556255353665335
66057,True,lbfgs,73.09290997559538,-0.002567917356145699,5.281714925206958,0.03492630416913123,-0.4044305234326533,0.03364106922968613,0.7213963218366387,0.025343874828726243,-2.4944825291819153,-0.0070541902103431475,-2.242629749128523,-0.0018284258626102279,-0.4559129609190181,0.028685343496773374
66073,True,lbfgs,73.11927971851938,0.02380182556785826,5.110120094783076,-0.13666852625475112,-0.40487305644835603,0.03319853621398339,0.6095700322111034,-0.08648241479680907,-2.4762753857487536,0.011152953222818507,-2.125684621179224,0.11511670208668878,-0.4807864671152904,0.0038118373005011086
66085,True,lbfgs,72.894734493861,-0.20074339909052696,5.436792139495007,0.19000351845718022,-0.43557746728408653,0.002494125378252887,0.5747083526000096,-0.12134409440790284,-2.4996393755434814,-0.01221103657190925,-2.290532915866234,-0.04973159260032123,-0.4534993518703731,0.03109895254541839
