parameter,full_estimate,jackknife_mean,jackknife_sd,jackknife_min,jackknife_max,maximum_absolute_change,sign_change_detected,n_successful_models
Intercept,73.09547789295152,73.095198188947,0.14039653602018742,72.76163591818884,73.67716056288904,0.5816826699375213,False,141
"C(condition, Treatment(reference='Neutral'))[T.Standard]",5.246788621037827,5.246939089888933,0.20169123874158051,4.645869733851603,5.722357847329906,0.6009188871862241,False,141
sequence_c10,-0.4380715926623394,-0.4380733018885729,0.020002582040009258,-0.5463826940663857,-0.3823169033386196,0.10831110140404632,False,141
subject_accuracy_z,0.6960524470079125,0.6960522480274903,0.1483993026434322,0.12538652797836575,1.165226578074606,0.5706659190295467,False,141
item_entropy_z,-2.487428338971572,-2.487382822815111,0.01941355146817872,-2.5250818460264544,-2.4351649568282565,0.052263382143315606,False,141
subject_mean_models_z,-2.240801323265913,-2.240949734524516,0.13173136040330038,-2.662609940134658,-1.9335959958774434,0.42180861686874493,False,141
models_within_subject_z,-0.4845983044157915,-0.484961144204282,0.024270820433771635,-0.5620434889207,-0.3738273010300037,0.11077100338578777,False,141
