parameter,estimate,standard_error,z_value,p_value,ci_95_lower,ci_95_upper,interpretation
Intercept,72.72520514372667,1.7816185110292075,40.81974041778152,0.0,69.23323286210942,76.21717742534392,"Confiance prédite pour la condition Neutral, à la séquence moyenne, avec tous les prédicteurs standardisés à leur moyenne et validity_binary=0."
"C(condition, Treatment(reference='Neutral'))[T.Standard]",5.261253367669266,2.5223554384158007,2.0858493166901435,0.03699227454492141,0.3174367083742968,10.205070026964234,Différence moyenne Standard moins Neutral.
sequence_c10,-0.4373510359169138,0.09659107232412752,-4.527861896483654,5.958350037952848e-06,-0.6266695376722038,-0.24803253416162388,Variation de confiance pour dix essais supplémentaires.
subject_accuracy_z,0.6960524470086707,1.5837461472264731,0.4394974840050148,0.6603011046870846,-2.4080900015552165,3.800194895572558,Variation de confiance pour une augmentation d'un écart-type de la précision moyenne du participant.
item_entropy_z,-2.4296941413587536,0.2770039634619957,-8.771333489212338,1.7656266060794292e-18,-2.972621909744265,-1.8867663729732422,Variation de confiance pour une augmentation d'un écart-type de l'entropie de l'item.
subject_mean_models_z,-2.2408013232653503,1.582873061157886,-1.415654469238477,0.15687669517166714,-5.343232523134807,0.8616298766041064,Effet interindividuel : variation de confiance pour une augmentation d'un écart-type du nombre moyen de modèles mentaux du participant.
models_within_subject_z,-0.34204711705657537,0.26107732997587674,-1.310137180766251,0.1901494323956947,-0.8537586838092939,0.16966444969614308,Effet intra-individuel : variation de confiance lorsque le nombre de modèles pour le type de tâche dépasse la moyenne personnelle d'un écart-type global.
validity_binary,0.725978164985429,0.621801913198329,1.1675392911727374,0.2429926505789307,-0.4927535848832959,1.9447099148541538,"Différence moyenne entre les essais valides et invalides, toutes les autres variables étant maintenues constantes."
