parameter,estimate,standard_error,z_value,p_value,ci_95_lower,ci_95_upper
Intercept,73.14642857143866,1.747868646692917,41.84892766961438,0.0,69.72066897421378,76.57218816866354
"C(condition, Treatment(reference='Neutral'))[T.Standard]",5.145604879267617,2.4636717275593147,2.088591926313662,0.0367444725793199,0.3168970235217836,9.974312735013449
sequence_c10,-0.43395751875175487,0.09671742874481529,-4.486859549344853,7.228068907853634e-06,-0.6235201957689118,-0.24439484173459794
