subject_id,intuitive_accuracy,reflective_accuracy,mean_for_int,mean_for_ref,mean_rt_int,mean_rt_ref,mean_number_models_generated_int,median_number_models_generated_int,std_number_models_generated_int,minimum_number_models_generated_int,maximum_number_models_generated_int,mean_number_models_generated_ref,median_number_models_generated_ref,std_number_models_generated_ref,minimum_number_models_generated_ref,maximum_number_models_generated_ref,mean_models_change,response_change_rate,mean_accuracy_gain,mean_confidence_change,mean_rt_change,number_of_trials,number_of_task_types,model_group_int,model_group_ref
70033,72.88135593220339,91.52542372881356,76.57627118644068,87.79661016949153,4582.872881355932,9157.773684210553,2.0,2.0,0.0,2,2,3.610169491525424,2.6666666666666665,1.9418288791921596,2,8,1.6101694915254237,22.033898305084744,0.1864406779661017,11.220338983050848,4582.401754386071,59,4,Gr. 1 (moy ~ 2.00),Gr. 3 (moy ~ 3.64)
70034,51.61290322580645,54.83870967741935,81.98387096774194,89.41935483870968,4147.941935481564,3123.48524591571,2.0,2.0,0.0,2,2,2.0860215053763436,2.0,0.14704724431900526,2,3,0.08602150537634412,3.225806451612903,0.03225806451612903,7.435483870967742,-1030.2245901490817,62,4,Gr. 1 (moy ~ 2.00),Gr. 1 (moy ~ 2.08)
70059,51.5625,57.8125,60.671875,87.1875,4952.637499999255,4886.443749996833,2.0,2.0,0.0,2,2,2.083333333333333,2.0,0.14547859349066147,2,3,0.08333333333333337,15.625,0.0625,26.515625,-66.19375000242236,64,4,Gr. 1 (moy ~ 2.00),Gr. 1 (moy ~ 2.08)
70062,47.45762711864407,50.847457627118644,84.15254237288136,83.27118644067797,4699.910169491323,1421.993220339071,2.0,2.0,0.0,2,2,2.0847457627118646,2.0,0.14638976393385347,2,3,0.08474576271186443,6.779661016949152,0.03389830508474576,-0.8813559322033898,-3277.9169491522525,59,4,Gr. 1 (moy ~ 2.00),Gr. 1 (moy ~ 2.08)
70107,50.877192982456144,47.368421052631575,77.17543859649123,74.9298245614035,4159.698245611107,869.0374999972327,2.0,2.0,0.0,2,2,2.0818713450292394,2.0,0.1447589917483808,2,3,0.0818713450292398,24.561403508771928,-0.03508771929824561,-2.245614035087719,-3301.576785714499,57,4,Gr. 1 (moy ~ 2.00),Gr. 1 (moy ~ 2.08)
70111,53.96825396825397,55.55555555555556,78.0,77.53968253968254,3144.6825396815934,1074.9354838724098,2.0,2.0,0.0,2,2,2.677248677248677,2.6666666666666665,0.6278148197636695,2,7,0.6772486772486771,11.11111111111111,0.015873015873015872,-0.4603174603174603,-2051.270967739484,63,4,Gr. 1 (moy ~ 2.00),Gr. 2 (moy ~ 2.52)
70112,50.847457627118644,59.32203389830508,88.98305084745763,98.84745762711864,4032.2966101699967,1887.8915254241329,2.0,2.0,0.0,2,2,2.0903954802259888,2.0,0.14946274763100995,2,3,0.09039548022598874,15.254237288135593,0.0847457627118644,9.864406779661017,-2144.405084745864,59,4,Gr. 1 (moy ~ 2.00),Gr. 1 (moy ~ 2.08)
70114,83.33333333333334,83.33333333333334,89.3,82.7,4334.6,1613.8566666523618,2.0,2.0,0.0,2,2,3.6666666666666665,2.833333333333333,1.9744125923286049,2,8,1.6666666666666667,3.3333333333333335,0.0,-6.6,-2720.7433333476383,60,4,Gr. 1 (moy ~ 2.00),Gr. 3 (moy ~ 3.64)
70115,52.38095238095239,50.79365079365079,78.39682539682539,85.0952380952381,2881.7984126976557,1064.347540981457,2.0,2.0,0.0,2,2,2.507936507936508,2.6666666666666665,0.5579569196803189,2,6,0.5079365079365079,11.11111111111111,-0.015873015873015872,6.698412698412699,-1766.0622950831398,63,4,Gr. 1 (moy ~ 2.00),Gr. 2 (moy ~ 2.52)
70116,53.333333333333336,50.0,96.2,99.63333333333334,4327.731666667262,1507.7711864477494,2.0,2.0,0.0,2,2,2.4888888888888885,2.333333333333333,0.5470918377845677,2,6,0.48888888888888893,3.3333333333333335,-0.03333333333333333,3.433333333333333,-2791.2999999927265,60,4,Gr. 1 (moy ~ 2.00),Gr. 2 (moy ~ 2.52)
70117,60.78431372549019,72.54901960784314,48.80392156862745,74.41176470588235,5114.6411764738605,7702.670000000001,2.0,2.0,0.0,2,2,3.3267973856209148,2.6666666666666665,1.7606693122262485,2,8,1.3267973856209152,11.76470588235294,0.11764705882352941,25.607843137254903,2623.9139999961862,51,4,Gr. 1 (moy ~ 2.00),Gr. 3 (moy ~ 3.64)
70121,87.09677419354838,95.16129032258065,86.40322580645162,98.08064516129032,4778.6854838700065,3382.604918025555,2.0,2.0,0.0,2,2,3.7096774193548385,3.0,1.9894840760286001,2,8,1.7096774193548387,11.29032258064516,0.08064516129032258,11.67741935483871,-1413.4688524652706,62,4,Gr. 1 (moy ~ 2.00),Gr. 3 (moy ~ 3.64)
70128,41.66666666666667,51.66666666666667,54.35,56.31666666666667,2051.7350000000247,1286.398305084872,2.0,2.0,0.0,2,2,2.0833333333333335,2.0,0.14555562743489545,2,3,0.08333333333333336,33.33333333333333,0.1,1.9666666666666666,-799.0779661015939,60,4,Gr. 1 (moy ~ 2.00),Gr. 1 (moy ~ 2.08)
70129,48.275862068965516,56.896551724137936,57.39655172413793,61.48275862068966,4679.241379310425,739.2482142857544,2.0,2.0,0.0,2,2,3.557471264367816,2.833333333333333,1.903508539610042,2,8,1.557471264367816,22.413793103448278,0.08620689655172414,4.086206896551724,-3959.8107142857543,58,4,Gr. 1 (moy ~ 2.00),Gr. 3 (moy ~ 3.64)
70130,67.21311475409836,72.1311475409836,60.18032786885246,76.67213114754098,5572.668852438692,17865.537704928982,2.0,2.0,0.0,2,2,3.4918032786885247,2.6666666666666665,1.7853379775238836,2,7,1.4918032786885247,14.754098360655737,0.04918032786885246,16.491803278688526,12292.868852490286,61,4,Gr. 1 (moy ~ 2.00),Gr. 3 (moy ~ 3.64)
70131,56.451612903225815,56.451612903225815,84.6774193548387,84.41935483870968,3742.3790322580644,1307.7180327841493,2.0,2.0,0.0,2,2,2.4946236559139785,2.333333333333333,0.5523321493629813,2,6,0.49462365591397855,6.451612903225806,0.0,-0.25806451612903225,-2429.439344265422,62,4,Gr. 1 (moy ~ 2.00),Gr. 2 (moy ~ 2.52)
70133,92.85714285714286,96.42857142857143,77.17857142857143,89.39285714285714,5496.107142857143,17935.373076915726,2.0,2.0,0.0,2,2,3.226190476190476,2.6666666666666665,1.615392959948127,2,8,1.226190476190476,10.714285714285714,0.03571428571428571,12.214285714285714,12325.292307688625,28,4,Gr. 1 (moy ~ 2.00),Gr. 3 (moy ~ 3.64)
70135,56.666666666666664,56.666666666666664,60.4,65.6,4074.1916667779287,2707.8599999904636,2.0,2.0,0.0,2,2,2.0833333333333335,2.0,0.1455556274348953,2,3,0.08333333333333336,6.666666666666667,0.0,5.2,-1366.3316667874647,60,4,Gr. 1 (moy ~ 2.00),Gr. 1 (moy ~ 2.08)
70136,54.09836065573771,57.377049180327866,90.1311475409836,92.18032786885246,3261.9508196604047,1870.414754097579,2.0,2.0,0.0,2,2,2.4699453551912565,2.0,0.6732372021045111,2,7,0.4699453551912568,13.114754098360656,0.03278688524590164,2.0491803278688523,-1391.536065562826,61,4,Gr. 1 (moy ~ 2.00),Gr. 2 (moy ~ 2.52)
70137,60.3448275862069,60.3448275862069,69.62068965517241,76.13793103448276,4091.7568965533683,918.0362068979902,2.0,2.0,0.0,2,2,2.074712643678161,2.0,0.14021847959726502,2,3,0.07471264367816097,3.4482758620689653,0.0,6.517241379310345,-3173.720689655378,58,4,Gr. 1 (moy ~ 2.00),Gr. 1 (moy ~ 2.08)
70140,47.368421052631575,54.385964912280706,67.42105263157895,83.52631578947368,4510.836842114465,2000.6327272978701,2.0,2.0,0.0,2,2,2.543859649122807,2.333333333333333,0.7199856120348351,2,7,0.5438596491228069,17.543859649122805,0.07017543859649122,16.105263157894736,-2538.496363622491,57,4,Gr. 1 (moy ~ 2.00),Gr. 2 (moy ~ 2.52)
