subject_id,mean_number_models_generated_int,median_number_models_generated_int,std_number_models_generated_int,minimum_number_models_generated_int,maximum_number_models_generated_int,mean_number_models_generated_ref,median_number_models_generated_ref,std_number_models_generated_ref,minimum_number_models_generated_ref,maximum_number_models_generated_ref,mean_models_change,intuitive_accuracy,reflective_accuracy,mean_for_int,mean_for_ref,mean_rt_int,mean_rt_ref,response_change_rate,mean_accuracy_gain,mean_for_change,mean_rt_change,number_of_trials,number_of_task_types,epsilon_int,lambda_int,omega_int,sigma_int,epsilon_ref,lambda_ref,omega_ref,sigma_ref
70033,3.446327683615819,2.3333333333333335,1.8482778247850218,2,7,3.446327683615819,2.3333333333333335,1.8482778247850218,2,7,0.0,72.88135593220339,91.52542372881356,76.57627118644068,87.79661016949153,4582.872881355932,9157.773684210553,22.033898305084744,18.64406779661017,11.220338983050848,4582.40175438607,59,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
70034,2.0860215053763445,2.0,0.14704724431900543,2,3,2.0860215053763445,2.0,0.14704724431900543,2,3,0.0,51.61290322580645,54.83870967741935,81.98387096774194,89.41935483870968,4147.941935481564,3123.48524591571,3.225806451612903,3.225806451612903,7.435483870967742,-1030.2245901490815,62,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
70059,2.0833333333333335,2.0,0.14547859349066167,2,3,2.0833333333333335,2.0,0.14547859349066167,2,3,0.0,51.5625,57.8125,60.671875,87.1875,4952.637499999255,4886.443749996833,15.625,6.25,26.515625,-66.19375000242236,64,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
70062,2.0847457627118646,2.0,0.1463897639338537,2,3,2.0847457627118646,2.0,0.1463897639338537,2,3,0.0,47.45762711864407,50.847457627118644,84.15254237288136,83.27118644067797,4699.910169491323,1421.993220339071,6.779661016949152,3.389830508474576,-0.8813559322033898,-3277.9169491522525,59,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
70107,2.08187134502924,2.0,0.14475899174838097,2,3,2.08187134502924,2.0,0.14475899174838097,2,3,0.0,50.877192982456144,47.368421052631575,77.17543859649123,74.9298245614035,4159.698245611107,869.0374999972327,24.561403508771928,-3.508771929824561,-2.245614035087719,-3301.576785714499,57,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
70111,3.693121693121693,3.0,2.1712536947155034,2,8,3.2698412698412698,2.6666666666666665,1.8226542767050453,2,7,-0.42328042328042337,53.96825396825397,55.55555555555556,78.0,77.53968253968254,3144.6825396815934,1074.9354838724098,11.11111111111111,1.5873015873015872,-0.4603174603174603,-2051.270967739484,63,4,0.6000000000000001,4.05,0.1,0.9,0.5,4.05,0.5,0.5
70112,2.0903954802259888,2.0,0.14946274763101008,2,3,2.0903954802259888,2.0,0.14946274763101008,2,3,0.0,50.847457627118644,59.32203389830508,88.98305084745763,98.84745762711864,4032.2966101699967,1887.8915254241329,15.254237288135593,8.47457627118644,9.864406779661017,-2144.405084745864,59,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
70114,3.5,2.666666666666667,1.879115070007072,2,7,3.5,2.666666666666667,1.879115070007072,2,7,0.0,83.33333333333334,83.33333333333334,89.3,82.7,4334.6,1613.8566666523618,3.3333333333333335,0.0,-6.6,-2720.7433333476383,60,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
70115,3.693121693121693,2.6666666666666665,2.158007167866879,2,8,3.354497354497355,2.3333333333333335,1.9527326830481693,2,7,-0.33862433862433833,52.38095238095239,50.79365079365079,78.39682539682539,85.0952380952381,2881.7984126976557,1064.347540981457,11.11111111111111,-1.5873015873015872,6.698412698412699,-1766.0622950831398,63,4,0.5,4.05,0.5,0.9,0.5,4.05,0.7000000000000001,0.30000000000000004
70116,3.7555555555555555,2.6666666666666665,2.376807799762515,2,8,3.2666666666666666,2.3333333333333335,1.8963737821582671,2,7,-0.4888888888888887,53.333333333333336,50.0,96.2,99.63333333333334,4327.731666667262,1507.7711864477494,3.3333333333333335,-3.3333333333333335,3.433333333333333,-2791.2999999927265,60,4,0.5,4.05,0.9,0.9,0.5,4.05,0.7000000000000001,0.30000000000000004
70117,3.1830065359477127,2.3333333333333335,1.6737366386358346,2,7,3.1830065359477127,2.3333333333333335,1.6737366386358346,2,7,0.0,60.78431372549019,72.54901960784314,48.80392156862745,74.41176470588235,5114.6411764738605,7702.670000000001,11.76470588235294,11.76470588235294,25.607843137254903,2623.9139999961862,51,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
70121,3.5430107526881724,3.0,1.8925930506202038,2,7,3.5430107526881724,3.0,1.8925930506202038,2,7,0.0,87.09677419354838,95.16129032258065,86.40322580645162,98.08064516129032,4778.6854838700065,3382.604918025555,11.29032258064516,8.064516129032258,11.67741935483871,-1413.4688524652706,62,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
70128,3.844444444444444,2.6666666666666665,2.4344256248729996,2,8,2.0833333333333335,2.0,0.1455556274348956,2,3,-1.7611111111111108,41.66666666666667,51.66666666666667,54.35,56.31666666666667,2051.7350000000247,1286.398305084872,33.33333333333333,10.0,1.9666666666666666,-799.0779661015939,60,4,0.5,4.05,0.9,0.9,0.5,4.05,0.5,0.1
70129,3.2183908045977017,2.3333333333333335,1.874785730850361,2,7,3.402298850574713,2.666666666666667,1.8093956867492322,2,7,0.18390804597701146,48.275862068965516,56.896551724137936,57.39655172413793,61.48275862068966,4679.241379310425,739.2482142857544,22.413793103448278,8.620689655172415,4.086206896551724,-3959.8107142857543,58,4,0.5,4.05,0.7000000000000001,0.30000000000000004,0.5,4.05,0.2,1.0
70130,2.081967213114754,2.0,0.14473139495244863,2,3,3.715846994535519,2.6666666666666665,2.3741166509873612,2,8,1.6338797814207648,67.21311475409836,72.1311475409836,60.18032786885246,76.67213114754098,5572.668852438692,17865.537704928982,14.754098360655737,4.918032786885246,16.491803278688526,12292.868852490286,61,4,0.5,4.05,0.5,0.1,0.5,4.05,0.9,0.9
70131,3.3010752688172045,2.3333333333333335,1.9217001403909784,2,7,3.3010752688172045,2.3333333333333335,1.9217001403909784,2,7,0.0,56.451612903225815,56.451612903225815,84.6774193548387,84.41935483870968,3742.3790322580644,1307.7180327841493,6.451612903225806,0.0,-0.25806451612903225,-2429.439344265422,62,4,0.5,4.05,0.7000000000000001,0.30000000000000004,0.5,4.05,0.7000000000000001,0.30000000000000004
70133,3.0833333333333335,2.3333333333333335,1.5412703861724526,2,7,3.0833333333333335,2.3333333333333335,1.5412703861724526,2,7,0.0,92.85714285714286,96.42857142857143,77.17857142857143,89.39285714285714,5496.107142857143,17935.373076915726,10.714285714285714,3.571428571428571,12.214285714285714,12325.292307688625,28,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
70135,2.0833333333333335,2.0,0.14555562743489553,2,3,2.0833333333333335,2.0,0.14555562743489553,2,3,0.0,56.666666666666664,56.666666666666664,60.4,65.6,4074.1916667779287,2707.8599999904636,6.666666666666667,0.0,5.2,-1366.3316667874647,60,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
70136,3.5737704918032787,2.3333333333333335,2.1012616558744144,2,8,2.961748633879781,2.6666666666666665,0.9777115394023488,2,6,-0.6120218579234972,54.09836065573771,57.377049180327866,90.1311475409836,92.18032786885246,3261.9508196604047,1870.414754097579,13.114754098360656,3.278688524590164,2.0491803278688523,-1391.536065562826,61,4,0.6000000000000001,4.05,0.1,0.9,0.1,4.84,0.0,0.4
70137,2.074712643678161,2.0,0.1402184795972652,2,3,2.074712643678161,2.0,0.1402184795972652,2,3,0.0,60.3448275862069,60.3448275862069,69.62068965517241,76.13793103448276,4091.7568965533683,918.0362068979902,3.4482758620689653,0.0,6.517241379310345,-3173.720689655378,58,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
70140,3.064327485380117,2.6666666666666665,1.0454713308056895,2,6,3.064327485380117,2.6666666666666665,1.0454713308056895,2,6,0.0,47.368421052631575,54.385964912280706,67.42105263157895,83.52631578947368,4510.836842114465,2000.6327272978701,17.543859649122805,7.017543859649122,16.105263157894736,-2538.496363622491,57,4,0.1,4.84,0.0,0.4,0.1,4.84,0.0,0.4
