subject_id,task_type,models_n3,models_n10,models_n20,difference_n10_minus_n3,difference_n20_minus_n3,difference_n20_minus_n10
66057,MT,2.0,2.0,2.0,0.0,0.0,0.0
66073,AC,2.0,2.0,2.1,0.0,0.10000000000000009,0.10000000000000009
66073,DA,2.0,2.9,2.75,0.8999999999999999,0.75,-0.1499999999999999
66073,MP,2.3333,2.2,2.0,-0.13329999999999975,-0.33329999999999993,-0.20000000000000018
66073,MT,2.0,2.0,2.0,0.0,0.0,0.0
66085,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
66085,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
66085,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
66085,MT,2.0,2.0,2.0,0.0,0.0,0.0
66087,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
66087,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
66087,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
66087,MT,2.0,2.0,2.0,0.0,0.0,0.0
66089,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
66089,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
66089,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
66089,MT,2.0,2.0,2.0,0.0,0.0,0.0
66121,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
66121,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
66121,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
66121,MT,2.0,2.0,2.0,0.0,0.0,0.0
66151,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
66151,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
66151,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
66151,MT,2.0,2.0,2.0,0.0,0.0,0.0
66157,AC,2.6667,2.9,2.75,0.23329999999999984,0.08329999999999993,-0.1499999999999999
66157,DA,7.3333,5.6,6.15,-1.7333000000000007,-1.1833,0.5500000000000007
66157,MP,2.6667,2.5,2.4,-0.16670000000000007,-0.26670000000000016,-0.10000000000000009
66157,MT,2.0,2.0,2.0,0.0,0.0,0.0
66201,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
66201,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
66201,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
66201,MT,2.0,2.0,2.0,0.0,0.0,0.0
66206,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
66206,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
66206,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
66206,MT,2.0,2.0,2.0,0.0,0.0,0.0
66275,AC,2.3333,2.2,2.45,-0.13329999999999975,0.11670000000000025,0.25
66275,DA,2.0,3.1,3.05,1.1,1.0499999999999998,-0.050000000000000266
66275,MP,2.0,2.3,2.25,0.2999999999999998,0.25,-0.04999999999999982
66275,MT,2.0,2.0,2.0,0.0,0.0,0.0
66305,AC,2.0,2.0,2.1,0.0,0.10000000000000009,0.10000000000000009
66305,DA,2.0,2.9,2.75,0.8999999999999999,0.75,-0.1499999999999999
66305,MP,2.3333,2.2,2.0,-0.13329999999999975,-0.33329999999999993,-0.20000000000000018
66305,MT,2.0,2.0,2.0,0.0,0.0,0.0
66312,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
66312,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
66312,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
66312,MT,2.0,2.0,2.0,0.0,0.0,0.0
66314,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
66314,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
66314,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
66314,MT,2.0,2.0,2.0,0.0,0.0,0.0
66373,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
66373,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
66373,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
66373,MT,2.0,2.0,2.0,0.0,0.0,0.0
66420,AC,2.6667,2.5,2.5,-0.16670000000000007,-0.16670000000000007,0.0
66420,DA,3.3333,4.5,4.7,1.1667,1.3667000000000002,0.20000000000000018
66420,MP,2.3333,2.4,2.35,0.06669999999999998,0.01670000000000016,-0.04999999999999982
66420,MT,2.0,2.0,2.0,0.0,0.0,0.0
66520,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
66520,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
66520,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
66520,MT,2.0,2.0,2.0,0.0,0.0,0.0
67013,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
67013,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
67013,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
67013,MT,2.0,2.0,2.0,0.0,0.0,0.0
67024,AC,2.3333,2.1,2.2,-0.23329999999999984,-0.13329999999999975,0.10000000000000009
67024,DA,3.6667,3.4,2.5,-0.26670000000000016,-1.1667,-0.8999999999999999
67024,MP,2.3333,2.3,2.15,-0.03330000000000011,-0.18330000000000002,-0.1499999999999999
67024,MT,2.0,2.0,2.0,0.0,0.0,0.0
67026,AC,2.3333,2.1,2.2,-0.23329999999999984,-0.13329999999999975,0.10000000000000009
67026,DA,3.6667,3.4,2.5,-0.26670000000000016,-1.1667,-0.8999999999999999
67026,MP,2.3333,2.3,2.15,-0.03330000000000011,-0.18330000000000002,-0.1499999999999999
67026,MT,2.0,2.0,2.0,0.0,0.0,0.0
67038,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
67038,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
67038,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
67038,MT,2.0,2.0,2.0,0.0,0.0,0.0
67058,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
67058,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
67058,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
67058,MT,2.0,2.0,2.0,0.0,0.0,0.0
67100,AC,2.3333,2.1,2.2,-0.23329999999999984,-0.13329999999999975,0.10000000000000009
67100,DA,3.6667,3.4,2.5,-0.26670000000000016,-1.1667,-0.8999999999999999
67100,MP,2.3333,2.3,2.15,-0.03330000000000011,-0.18330000000000002,-0.1499999999999999
67100,MT,2.0,2.0,2.0,0.0,0.0,0.0
67105,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
67105,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
67105,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
67105,MT,2.0,2.0,2.0,0.0,0.0,0.0
67144,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
67144,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
67144,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
67144,MT,2.0,2.0,2.0,0.0,0.0,0.0
67165,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
67165,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
67165,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
67165,MT,2.0,2.0,2.0,0.0,0.0,0.0
67179,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
67179,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
67179,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
67179,MT,2.0,2.0,2.0,0.0,0.0,0.0
67180,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
67180,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
67180,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
67180,MT,2.0,2.0,2.0,0.0,0.0,0.0
67186,AC,2.3333,2.2,2.45,-0.13329999999999975,0.11670000000000025,0.25
67186,DA,2.0,3.1,3.05,1.1,1.0499999999999998,-0.050000000000000266
67186,MP,2.0,2.3,2.25,0.2999999999999998,0.25,-0.04999999999999982
67186,MT,2.0,2.0,2.0,0.0,0.0,0.0
67194,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
67194,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
67194,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
67194,MT,2.0,2.0,2.0,0.0,0.0,0.0
67212,AC,2.0,2.0,2.1,0.0,0.10000000000000009,0.10000000000000009
67212,DA,2.0,2.9,2.75,0.8999999999999999,0.75,-0.1499999999999999
67212,MP,2.3333,2.2,2.0,-0.13329999999999975,-0.33329999999999993,-0.20000000000000018
67212,MT,2.0,2.0,2.0,0.0,0.0,0.0
67245,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
67245,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
67245,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
67245,MT,2.0,2.0,2.0,0.0,0.0,0.0
67311,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
67311,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
67311,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
67311,MT,2.0,2.0,2.0,0.0,0.0,0.0
67317,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
67317,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
67317,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
67317,MT,2.0,2.0,2.0,0.0,0.0,0.0
67323,AC,2.3333,2.2,2.45,-0.13329999999999975,0.11670000000000025,0.25
67323,DA,2.0,3.1,3.05,1.1,1.0499999999999998,-0.050000000000000266
67323,MP,2.0,2.3,2.25,0.2999999999999998,0.25,-0.04999999999999982
67323,MT,2.0,2.0,2.0,0.0,0.0,0.0
67339,AC,2.0,2.0,2.1,0.0,0.10000000000000009,0.10000000000000009
67339,DA,2.0,2.9,2.75,0.8999999999999999,0.75,-0.1499999999999999
67339,MP,2.3333,2.2,2.0,-0.13329999999999975,-0.33329999999999993,-0.20000000000000018
67339,MT,2.0,2.0,2.0,0.0,0.0,0.0
67424,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
67424,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
67424,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
67424,MT,2.0,2.0,2.0,0.0,0.0,0.0
67454,AC,2.0,2.0,2.1,0.0,0.10000000000000009,0.10000000000000009
67454,DA,2.0,2.9,2.75,0.8999999999999999,0.75,-0.1499999999999999
67454,MP,2.3333,2.2,2.0,-0.13329999999999975,-0.33329999999999993,-0.20000000000000018
67454,MT,2.0,2.0,2.0,0.0,0.0,0.0
68007,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68007,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68007,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68007,MT,2.0,2.0,2.0,0.0,0.0,0.0
68016,AC,2.0,2.0,2.1,0.0,0.10000000000000009,0.10000000000000009
68016,DA,2.0,2.9,2.75,0.8999999999999999,0.75,-0.1499999999999999
68016,MP,2.3333,2.2,2.0,-0.13329999999999975,-0.33329999999999993,-0.20000000000000018
68016,MT,2.0,2.0,2.0,0.0,0.0,0.0
68027,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
68027,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
68027,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
68027,MT,2.0,2.0,2.0,0.0,0.0,0.0
68051,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68051,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68051,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68051,MT,2.0,2.0,2.0,0.0,0.0,0.0
68124,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
68124,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
68124,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
68124,MT,2.0,2.0,2.0,0.0,0.0,0.0
68138,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
68138,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
68138,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
68138,MT,2.0,2.0,2.0,0.0,0.0,0.0
68193,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68193,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68193,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68193,MT,2.0,2.0,2.0,0.0,0.0,0.0
68195,AC,3.0,2.9,2.95,-0.10000000000000009,-0.04999999999999982,0.050000000000000266
68195,DA,6.3333,6.6,6.6,0.26669999999999927,0.26669999999999927,0.0
68195,MP,2.0,2.5,2.5,0.5,0.5,0.0
68195,MT,2.0,2.0,2.0,0.0,0.0,0.0
68200,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
68200,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
68200,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
68200,MT,2.0,2.0,2.0,0.0,0.0,0.0
68255,AC,2.0,2.0,2.1,0.0,0.10000000000000009,0.10000000000000009
68255,DA,2.0,2.9,2.75,0.8999999999999999,0.75,-0.1499999999999999
68255,MP,2.3333,2.2,2.0,-0.13329999999999975,-0.33329999999999993,-0.20000000000000018
68255,MT,2.0,2.0,2.0,0.0,0.0,0.0
68293,AC,2.6667,2.5,2.5,-0.16670000000000007,-0.16670000000000007,0.0
68293,DA,3.3333,4.5,4.7,1.1667,1.3667000000000002,0.20000000000000018
68293,MP,2.3333,2.4,2.35,0.06669999999999998,0.01670000000000016,-0.04999999999999982
68293,MT,2.0,2.0,2.0,0.0,0.0,0.0
68411,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68411,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68411,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68411,MT,2.0,2.0,2.0,0.0,0.0,0.0
68425,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68425,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68425,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68425,MT,2.0,2.0,2.0,0.0,0.0,0.0
68426,AC,2.6667,2.5,2.5,-0.16670000000000007,-0.16670000000000007,0.0
68426,DA,3.3333,4.5,4.7,1.1667,1.3667000000000002,0.20000000000000018
68426,MP,2.3333,2.4,2.35,0.06669999999999998,0.01670000000000016,-0.04999999999999982
68426,MT,2.0,2.0,2.0,0.0,0.0,0.0
68542,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68542,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68542,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68542,MT,2.0,2.0,2.0,0.0,0.0,0.0
68549,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68549,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68549,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68549,MT,2.0,2.0,2.0,0.0,0.0,0.0
68786,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68786,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68786,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68786,MT,2.0,2.0,2.0,0.0,0.0,0.0
68800,AC,2.0,2.0,2.1,0.0,0.10000000000000009,0.10000000000000009
68800,DA,2.0,2.9,2.75,0.8999999999999999,0.75,-0.1499999999999999
68800,MP,2.3333,2.2,2.0,-0.13329999999999975,-0.33329999999999993,-0.20000000000000018
68800,MT,2.0,2.0,2.0,0.0,0.0,0.0
68832,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68832,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68832,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68832,MT,2.0,2.0,2.0,0.0,0.0,0.0
68850,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68850,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68850,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68850,MT,2.0,2.0,2.0,0.0,0.0,0.0
68881,AC,2.3333,2.1,2.2,-0.23329999999999984,-0.13329999999999975,0.10000000000000009
68881,DA,3.6667,3.4,2.5,-0.26670000000000016,-1.1667,-0.8999999999999999
68881,MP,2.3333,2.3,2.15,-0.03330000000000011,-0.18330000000000002,-0.1499999999999999
68881,MT,2.0,2.0,2.0,0.0,0.0,0.0
68882,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68882,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68882,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68882,MT,2.0,2.0,2.0,0.0,0.0,0.0
68896,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68896,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68896,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68896,MT,2.0,2.0,2.0,0.0,0.0,0.0
68906,AC,2.0,2.0,2.1,0.0,0.10000000000000009,0.10000000000000009
68906,DA,2.0,2.9,2.75,0.8999999999999999,0.75,-0.1499999999999999
68906,MP,2.3333,2.2,2.0,-0.13329999999999975,-0.33329999999999993,-0.20000000000000018
68906,MT,2.0,2.0,2.0,0.0,0.0,0.0
68939,AC,3.0,2.7,2.45,-0.2999999999999998,-0.5499999999999998,-0.25
68939,DA,3.3333,5.1,4.2,1.7666999999999997,0.8667000000000002,-0.8999999999999995
68939,MP,2.3333,2.5,2.3,0.16670000000000007,-0.03330000000000011,-0.20000000000000018
68939,MT,2.0,2.0,2.0,0.0,0.0,0.0
68987,AC,3.0,3.0,2.85,0.0,-0.1499999999999999,-0.1499999999999999
68987,DA,5.3333,6.4,6.65,1.0667,1.3167,0.25
68987,MP,2.3333,2.4,2.75,0.06669999999999998,0.41670000000000007,0.3500000000000001
68987,MT,2.0,2.0,2.0,0.0,0.0,0.0
69019,AC,3.0,2.9,2.95,-0.10000000000000009,-0.04999999999999982,0.050000000000000266
69019,DA,6.3333,6.6,6.6,0.26669999999999927,0.26669999999999927,0.0
69019,MP,2.0,2.5,2.5,0.5,0.5,0.0
69019,MT,2.0,2.0,2.0,0.0,0.0,0.0
69283,AC,2.0,2.0,2.1,0.0,0.10000000000000009,0.10000000000000009
69283,DA,2.0,2.9,2.75,0.8999999999999999,0.75,-0.1499999999999999
69283,MP,2.3333,2.2,2.0,-0.13329999999999975,-0.33329999999999993,-0.20000000000000018
69283,MT,2.0,2.0,2.0,0.0,0.0,0.0
