subject_id,task,premise_1,premise_2,number_models_generated,std_models_generated,minimum_models_generated,maximum_models_generated,n_samples,n_parameter_sets_used,epsilon,lambda,omega,sigma,task_type,simulation_setting
65071,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
65079,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.7000000000000001,0.9,MT,3
65079,2,All B are C,All A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.7000000000000001,0.9,MP,3
65079,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.7000000000000001,0.9,AC,3
65079,4,All B are C,No A are B,6.3333,0.4714,6,7,3,1,0.5,4.05,0.7000000000000001,0.9,DA,3
65080,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
65080,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
65080,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
65080,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
65088,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.2,MT,3
65088,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,MP,3
65088,3,All B are C,All A are C,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,AC,3
65088,4,All B are C,No A are B,3.6667,2.357,2,7,3,1,0.5,4.05,0.5,0.2,DA,3
65112,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
65112,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
65112,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
65112,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
65163,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.2,MT,3
65163,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,MP,3
65163,3,All B are C,All A are C,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,AC,3
65163,4,All B are C,No A are B,3.6667,2.357,2,7,3,1,0.5,4.05,0.5,0.2,DA,3
65216,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.8,MT,3
65216,2,All B are C,All A are B,2.6667,0.4714,2,3,3,1,0.5,4.05,0.5,0.8,MP,3
65216,3,All B are C,All A are C,2.6667,0.4714,2,3,3,1,0.5,4.05,0.5,0.8,AC,3
65216,4,All B are C,No A are B,7.3333,0.4714,7,8,3,1,0.5,4.05,0.5,0.8,DA,3
65222,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
65222,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
65222,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
65222,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
65278,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
65278,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
65278,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
65278,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
65305,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
65305,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
65305,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
65305,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
65322,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
65322,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
65322,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
65322,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
65323,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
65323,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
65323,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
65323,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
65466,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
65466,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
65466,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
65466,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
65502,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
65502,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
65502,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
65502,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
65527,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.7000000000000001,0.9,MT,3
65527,2,All B are C,All A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.7000000000000001,0.9,MP,3
65527,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.7000000000000001,0.9,AC,3
65527,4,All B are C,No A are B,6.3333,0.4714,6,7,3,1,0.5,4.05,0.7000000000000001,0.9,DA,3
65554,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
65554,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
65554,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
65554,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
65585,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
65585,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
65585,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
65585,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
65600,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
65600,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
65600,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
65600,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
65909,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
65909,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
65909,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
65909,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
65973,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
65973,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
65973,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
65973,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
65995,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
65995,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
65995,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
65995,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
66020,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
66020,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
66020,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
66020,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
66022,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
66022,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
66022,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
66022,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
66036,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
66036,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
66036,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
66036,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
66050,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
66050,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
66050,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
66050,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
66057,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
66057,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
66057,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
66057,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
66073,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
66073,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
66073,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
66073,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
66085,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
66085,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
66085,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
66085,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
66087,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
66087,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
66087,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
66087,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
66089,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
66089,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
66089,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
66089,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
66121,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
66121,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
66121,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
66121,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
66151,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
66151,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
66151,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
66151,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
66157,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.8,MT,3
66157,2,All B are C,All A are B,2.6667,0.4714,2,3,3,1,0.5,4.05,0.5,0.8,MP,3
66157,3,All B are C,All A are C,2.6667,0.4714,2,3,3,1,0.5,4.05,0.5,0.8,AC,3
66157,4,All B are C,No A are B,7.3333,0.4714,7,8,3,1,0.5,4.05,0.5,0.8,DA,3
66201,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
66201,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
66201,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
66201,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
66206,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
66206,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
66206,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
66206,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
66275,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.4,MT,3
66275,2,All B are C,All A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.4,MP,3
66275,3,All B are C,All A are C,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.4,AC,3
66275,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.4,DA,3
66305,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
66305,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
66305,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
66305,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
66312,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
66312,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
66312,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
66312,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
66314,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
66314,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
66314,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
66314,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
66373,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
66373,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
66373,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
66373,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
66420,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.5,MT,3
66420,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.5,MP,3
66420,3,All B are C,All A are C,2.6667,0.4714,2,3,3,1,0.5,4.05,0.5,0.5,AC,3
66420,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.5,4.05,0.5,0.5,DA,3
66520,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
66520,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
66520,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
66520,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
67013,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
67013,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
67013,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
67013,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
67024,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.2,MT,3
67024,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,MP,3
67024,3,All B are C,All A are C,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,AC,3
67024,4,All B are C,No A are B,3.6667,2.357,2,7,3,1,0.5,4.05,0.5,0.2,DA,3
67026,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.2,MT,3
67026,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,MP,3
67026,3,All B are C,All A are C,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,AC,3
67026,4,All B are C,No A are B,3.6667,2.357,2,7,3,1,0.5,4.05,0.5,0.2,DA,3
67038,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
67038,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
67038,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
67038,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
67058,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
67058,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
67058,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
67058,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
67100,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.2,MT,3
67100,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,MP,3
67100,3,All B are C,All A are C,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,AC,3
67100,4,All B are C,No A are B,3.6667,2.357,2,7,3,1,0.5,4.05,0.5,0.2,DA,3
67105,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
67105,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
67105,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
67105,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
67144,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
67144,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
67144,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
67144,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
67165,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
67165,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
67165,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
67165,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
67179,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
67179,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
67179,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
67179,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
67180,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
67180,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
67180,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
67180,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
67186,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.4,MT,3
67186,2,All B are C,All A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.4,MP,3
67186,3,All B are C,All A are C,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.4,AC,3
67186,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.4,DA,3
67194,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
67194,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
67194,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
67194,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
67212,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
67212,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
67212,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
67212,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
67245,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
67245,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
67245,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
67245,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
67311,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
67311,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
67311,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
67311,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
67317,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
67317,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
67317,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
67317,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
67323,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.4,MT,3
67323,2,All B are C,All A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.4,MP,3
67323,3,All B are C,All A are C,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.4,AC,3
67323,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.4,DA,3
67339,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
67339,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
67339,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
67339,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
67424,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
67424,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
67424,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
67424,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
67454,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
67454,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
67454,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
67454,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
68007,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68007,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68007,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
