subject_id,task,premise_1,premise_2,number_models_generated,std_models_generated,minimum_models_generated,maximum_models_generated,n_samples,n_parameter_sets_used,epsilon,lambda,omega,sigma,task_type,simulation_setting
68007,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68016,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
68016,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
68016,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
68016,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
68027,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
68027,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
68027,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
68027,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
68051,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68051,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68051,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68051,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68124,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
68124,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
68124,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
68124,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
68138,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
68138,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
68138,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
68138,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
68193,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68193,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68193,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68193,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68195,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.7000000000000001,0.9,MT,3
68195,2,All B are C,All A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.7000000000000001,0.9,MP,3
68195,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.7000000000000001,0.9,AC,3
68195,4,All B are C,No A are B,6.3333,0.4714,6,7,3,1,0.5,4.05,0.7000000000000001,0.9,DA,3
68200,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
68200,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
68200,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
68200,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
68255,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
68255,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
68255,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
68255,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
68293,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.5,MT,3
68293,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.5,MP,3
68293,3,All B are C,All A are C,2.6667,0.4714,2,3,3,1,0.5,4.05,0.5,0.5,AC,3
68293,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.5,4.05,0.5,0.5,DA,3
68411,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68411,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68411,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68411,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68425,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68425,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68425,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68425,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68426,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.5,MT,3
68426,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.5,MP,3
68426,3,All B are C,All A are C,2.6667,0.4714,2,3,3,1,0.5,4.05,0.5,0.5,AC,3
68426,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.5,4.05,0.5,0.5,DA,3
68542,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68542,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68542,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68542,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68549,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68549,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68549,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68549,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68786,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68786,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68786,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68786,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68800,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
68800,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
68800,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
68800,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
68832,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68832,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68832,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68832,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68850,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68850,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68850,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68850,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68881,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.5,0.2,MT,3
68881,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,MP,3
68881,3,All B are C,All A are C,2.3333,0.4714,2,3,3,1,0.5,4.05,0.5,0.2,AC,3
68881,4,All B are C,No A are B,3.6667,2.357,2,7,3,1,0.5,4.05,0.5,0.2,DA,3
68882,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68882,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68882,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68882,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68896,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68896,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68896,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68896,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
68906,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
68906,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
68906,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
68906,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
68939,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.6000000000000001,3.26,0.0,0.5,MT,3
68939,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.6000000000000001,3.26,0.0,0.5,MP,3
68939,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.6000000000000001,3.26,0.0,0.5,AC,3
68939,4,All B are C,No A are B,3.3333,1.8856,2,6,3,1,0.6000000000000001,3.26,0.0,0.5,DA,3
68987,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.2,0.9,MT,3
68987,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.2,0.9,MP,3
68987,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.2,0.9,AC,3
68987,4,All B are C,No A are B,5.3333,2.357,2,7,3,1,0.5,4.05,0.2,0.9,DA,3
69019,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.7000000000000001,0.9,MT,3
69019,2,All B are C,All A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.7000000000000001,0.9,MP,3
69019,3,All B are C,All A are C,3.0,0.0,3,3,3,1,0.5,4.05,0.7000000000000001,0.9,AC,3
69019,4,All B are C,No A are B,6.3333,0.4714,6,7,3,1,0.5,4.05,0.7000000000000001,0.9,DA,3
69283,1,All B are C,No A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,MT,3
69283,2,All B are C,All A are B,2.3333,0.4714,2,3,3,1,0.5,4.05,0.6000000000000001,0.1,MP,3
69283,3,All B are C,All A are C,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,AC,3
69283,4,All B are C,No A are B,2.0,0.0,2,2,3,1,0.5,4.05,0.6000000000000001,0.1,DA,3
63873,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.5,0.2,MT,10
63873,2,All B are C,All A are B,2.3,0.4583,2,3,10,1,0.5,4.05,0.5,0.2,MP,10
63873,3,All B are C,All A are C,2.1,0.3,2,3,10,1,0.5,4.05,0.5,0.2,AC,10
63873,4,All B are C,No A are B,3.4,2.1541,2,7,10,1,0.5,4.05,0.5,0.2,DA,10
63884,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.6000000000000001,3.26,0.0,0.5,MT,10
63884,2,All B are C,All A are B,2.5,0.5,2,3,10,1,0.6000000000000001,3.26,0.0,0.5,MP,10
63884,3,All B are C,All A are C,2.7,0.4583,2,3,10,1,0.6000000000000001,3.26,0.0,0.5,AC,10
63884,4,All B are C,No A are B,5.1,2.5475,2,8,10,1,0.6000000000000001,3.26,0.0,0.5,DA,10
63885,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
63885,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
63885,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
63885,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
63954,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
63954,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
63954,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
63954,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
63969,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,MT,10
63969,2,All B are C,All A are B,2.2,0.4,2,3,10,1,0.5,4.05,0.6000000000000001,0.1,MP,10
63969,3,All B are C,All A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,AC,10
63969,4,All B are C,No A are B,2.9,1.8138,2,7,10,1,0.5,4.05,0.6000000000000001,0.1,DA,10
63977,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,MT,10
63977,2,All B are C,All A are B,2.2,0.4,2,3,10,1,0.5,4.05,0.6000000000000001,0.1,MP,10
63977,3,All B are C,All A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,AC,10
63977,4,All B are C,No A are B,2.9,1.8138,2,7,10,1,0.5,4.05,0.6000000000000001,0.1,DA,10
63978,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,MT,10
63978,2,All B are C,All A are B,2.2,0.4,2,3,10,1,0.5,4.05,0.6000000000000001,0.1,MP,10
63978,3,All B are C,All A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,AC,10
63978,4,All B are C,No A are B,2.9,1.8138,2,7,10,1,0.5,4.05,0.6000000000000001,0.1,DA,10
64012,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64012,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64012,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64012,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64037,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,MT,10
64037,2,All B are C,All A are B,2.2,0.4,2,3,10,1,0.5,4.05,0.6000000000000001,0.1,MP,10
64037,3,All B are C,All A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,AC,10
64037,4,All B are C,No A are B,2.9,1.8138,2,7,10,1,0.5,4.05,0.6000000000000001,0.1,DA,10
64038,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,MT,10
64038,2,All B are C,All A are B,2.2,0.4,2,3,10,1,0.5,4.05,0.6000000000000001,0.1,MP,10
64038,3,All B are C,All A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,AC,10
64038,4,All B are C,No A are B,2.9,1.8138,2,7,10,1,0.5,4.05,0.6000000000000001,0.1,DA,10
64039,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,MT,10
64039,2,All B are C,All A are B,2.2,0.4,2,3,10,1,0.5,4.05,0.6000000000000001,0.1,MP,10
64039,3,All B are C,All A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,AC,10
64039,4,All B are C,No A are B,2.9,1.8138,2,7,10,1,0.5,4.05,0.6000000000000001,0.1,DA,10
64065,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64065,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64065,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64065,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64066,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.6000000000000001,3.26,0.0,0.5,MT,10
64066,2,All B are C,All A are B,2.5,0.5,2,3,10,1,0.6000000000000001,3.26,0.0,0.5,MP,10
64066,3,All B are C,All A are C,2.7,0.4583,2,3,10,1,0.6000000000000001,3.26,0.0,0.5,AC,10
64066,4,All B are C,No A are B,5.1,2.5475,2,8,10,1,0.6000000000000001,3.26,0.0,0.5,DA,10
64105,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.6000000000000001,3.26,0.0,0.5,MT,10
64105,2,All B are C,All A are B,2.5,0.5,2,3,10,1,0.6000000000000001,3.26,0.0,0.5,MP,10
64105,3,All B are C,All A are C,2.7,0.4583,2,3,10,1,0.6000000000000001,3.26,0.0,0.5,AC,10
64105,4,All B are C,No A are B,5.1,2.5475,2,8,10,1,0.6000000000000001,3.26,0.0,0.5,DA,10
64116,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64116,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64116,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64116,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64123,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,MT,10
64123,2,All B are C,All A are B,2.2,0.4,2,3,10,1,0.5,4.05,0.6000000000000001,0.1,MP,10
64123,3,All B are C,All A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,AC,10
64123,4,All B are C,No A are B,2.9,1.8138,2,7,10,1,0.5,4.05,0.6000000000000001,0.1,DA,10
64159,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64159,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64159,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64159,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64189,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64189,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64189,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64189,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64222,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64222,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64222,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64222,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64250,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64250,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64250,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64250,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64258,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.7000000000000001,0.9,MT,10
64258,2,All B are C,All A are B,2.5,0.5,2,3,10,1,0.5,4.05,0.7000000000000001,0.9,MP,10
64258,3,All B are C,All A are C,2.9,0.3,2,3,10,1,0.5,4.05,0.7000000000000001,0.9,AC,10
64258,4,All B are C,No A are B,6.6,0.6633,6,8,10,1,0.5,4.05,0.7000000000000001,0.9,DA,10
64270,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64270,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64270,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64270,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64312,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.5,0.5,MT,10
64312,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.5,0.5,MP,10
64312,3,All B are C,All A are C,2.5,0.5,2,3,10,1,0.5,4.05,0.5,0.5,AC,10
64312,4,All B are C,No A are B,4.5,2.5788,2,8,10,1,0.5,4.05,0.5,0.5,DA,10
64363,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,MT,10
64363,2,All B are C,All A are B,2.2,0.4,2,3,10,1,0.5,4.05,0.6000000000000001,0.1,MP,10
64363,3,All B are C,All A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,AC,10
64363,4,All B are C,No A are B,2.9,1.8138,2,7,10,1,0.5,4.05,0.6000000000000001,0.1,DA,10
64369,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64369,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64369,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64369,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64386,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64386,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64386,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64386,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64388,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64388,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64388,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64388,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64392,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,MT,10
64392,2,All B are C,All A are B,2.2,0.4,2,3,10,1,0.5,4.05,0.6000000000000001,0.1,MP,10
64392,3,All B are C,All A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,AC,10
64392,4,All B are C,No A are B,2.9,1.8138,2,7,10,1,0.5,4.05,0.6000000000000001,0.1,DA,10
64434,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.5,0.8,MT,10
64434,2,All B are C,All A are B,2.5,0.5,2,3,10,1,0.5,4.05,0.5,0.8,MP,10
64434,3,All B are C,All A are C,2.9,0.3,2,3,10,1,0.5,4.05,0.5,0.8,AC,10
64434,4,All B are C,No A are B,5.6,1.9079,2,8,10,1,0.5,4.05,0.5,0.8,DA,10
64438,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64438,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64438,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64438,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64450,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.5,0.2,MT,10
64450,2,All B are C,All A are B,2.3,0.4583,2,3,10,1,0.5,4.05,0.5,0.2,MP,10
64450,3,All B are C,All A are C,2.1,0.3,2,3,10,1,0.5,4.05,0.5,0.2,AC,10
64450,4,All B are C,No A are B,3.4,2.1541,2,7,10,1,0.5,4.05,0.5,0.2,DA,10
64597,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.6000000000000001,3.26,0.0,0.5,MT,10
64597,2,All B are C,All A are B,2.5,0.5,2,3,10,1,0.6000000000000001,3.26,0.0,0.5,MP,10
64597,3,All B are C,All A are C,2.7,0.4583,2,3,10,1,0.6000000000000001,3.26,0.0,0.5,AC,10
64597,4,All B are C,No A are B,5.1,2.5475,2,8,10,1,0.6000000000000001,3.26,0.0,0.5,DA,10
64615,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.5,0.2,MT,10
64615,2,All B are C,All A are B,2.3,0.4583,2,3,10,1,0.5,4.05,0.5,0.2,MP,10
64615,3,All B are C,All A are C,2.1,0.3,2,3,10,1,0.5,4.05,0.5,0.2,AC,10
64615,4,All B are C,No A are B,3.4,2.1541,2,7,10,1,0.5,4.05,0.5,0.2,DA,10
64652,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.2,0.9,MT,10
64652,2,All B are C,All A are B,2.4,0.4899,2,3,10,1,0.5,4.05,0.2,0.9,MP,10
64652,3,All B are C,All A are C,3.0,0.0,3,3,10,1,0.5,4.05,0.2,0.9,AC,10
64652,4,All B are C,No A are B,6.4,1.562,2,8,10,1,0.5,4.05,0.2,0.9,DA,10
64685,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.5,0.8,MT,10
64685,2,All B are C,All A are B,2.5,0.5,2,3,10,1,0.5,4.05,0.5,0.8,MP,10
64685,3,All B are C,All A are C,2.9,0.3,2,3,10,1,0.5,4.05,0.5,0.8,AC,10
64685,4,All B are C,No A are B,5.6,1.9079,2,8,10,1,0.5,4.05,0.5,0.8,DA,10
64695,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.7000000000000001,0.9,MT,10
64695,2,All B are C,All A are B,2.5,0.5,2,3,10,1,0.5,4.05,0.7000000000000001,0.9,MP,10
64695,3,All B are C,All A are C,2.9,0.3,2,3,10,1,0.5,4.05,0.7000000000000001,0.9,AC,10
64695,4,All B are C,No A are B,6.6,0.6633,6,8,10,1,0.5,4.05,0.7000000000000001,0.9,DA,10
64707,1,All B are C,No A are C,2.0,0.0,2,2,10,1,0.5,4.05,0.6000000000000001,0.1,MT,10
