"sona_id","age","gender","condition","stimulus","type","validity","believability","conflict","qnum","total_qnum","response","correct","rt","logRT","feelingR","rt_for","trial_num","statementEval"
"64843",18,"Female","Standard","<p>All fruits can be eaten.</p><p>Knives are not fruits.</p>","DA","Invalid","Believable","Conflict","1",28,"Yes","false",2957.90000000596,7.9922348360752,100,3629.20000001788,61,10
"64843",18,"Female","Standard","<p>All metals are solid.</p><p>Mercury is not solid.</p>","MT","Valid","Unbelievable","Conflict","2",73,"No","false",727,6.58892647753352,84,4757.09999999404,62,1
"64843",18,"Female","Standard","<p>All plants are green.</p><p>Mushrooms are not green.</p>","MT","Valid","Believable","No-conflict","6",76,"No","false",964.200000017881,6.87129874199007,91,1818.80000001192,63,2
"64843",18,"Female","Standard","<p>All birds have feathers.</p><p>Parrots have feathers.</p>","AC","Invalid","Believable","Conflict","7",8,"Yes","false",669.800000011921,6.5069791603779,100,2699.09999999404,64,10
"64869",18,"Female","Neutral","<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>","AC","Invalid","Believable","Conflict","1",118,"Yes","false",156.800000011921,5.05497110799233,50,3094.5,1,9
"64869",18,"Female","Neutral","<p>All vehicles need rorgs.</p><p>Bicycles do not need rorgs.</p>","MT","Valid","Unbelievable","Conflict","8",126,"Yes","true",3367.39999997616,8.12189621221662,65,2346.10000002384,2,2
"64869",18,"Female","Neutral","<p>All plants need draks.</p><p>Solar panels need draks.</p>","AC","Invalid","Unbelievable","No-conflict","8",78,"No","true",2447.90000003576,7.80298579313925,59,2941.19999998808,3,1
"64869",18,"Female","Neutral","<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>","MP","Valid","Believable","No-conflict","3",34,"Yes","true",NA,NA,63,3031.69999998808,4,8
"64869",18,"Female","Neutral","<p>All suldes have skin.</p><p>Newborns are suldes.</p>","MP","Valid","Believable","No-conflict","8",94,"Yes","true",2227.59999996424,7.70868005169946,69,2449.30000001192,5,10
"64869",18,"Female","Neutral","<p>All sports require gnourns.</p><p>Talking does not require gnourns.</p>","MT","Valid","Believable","No-conflict","3",92,"Yes","true",5287.80000001192,8.57315755933592,76,2108.89999997616,6,3
"64869",18,"Female","Neutral","<p>All hirks have teeth.</p><p>Sharks are not hirks.</p>","DA","Invalid","Unbelievable","No-conflict","5",44,"Yes","false",7100,8.86785006302941,61,2541.5,7,4
"64869",18,"Female","Neutral","<p>All fruits can be feffed.</p><p>Knives cannot be feffed.</p>","MT","Valid","Believable","No-conflict","2",30,"Yes","true",5247.89999997616,8.56558327555979,59,2195.40000003576,8,9
"64869",18,"Female","Neutral","<p>All jilms are sour.</p><p>Oranges are jilms.</p>","MP","Valid","Unbelievable","Conflict","8",52,"Yes","true",2440.80000001192,7.80008113340734,62,1805.89999997616,9,9
"64869",18,"Female","Neutral","<p>All birds can chid.</p><p>Penguins cannot chid.</p>","MT","Valid","Unbelievable","Conflict","1",4,"Yes","true",2091.79999995232,7.64578021829737,67,3271.59999996424,10,4
"64869",18,"Female","Neutral","<p>All trees have smeifs.</p><p>Maples have smeifs.</p>","AC","Invalid","Believable","Conflict","6",117,"Yes","false",779.899999976158,6.65916570630588,64,3506.60000002384,11,9
"64869",18,"Female","Neutral","<p>All humans have roalts.</p><p>Newborns have roalts.</p>","AC","Invalid","Believable","Conflict","8",47,"Yes","false",1003.69999998808,6.91144845080788,71,2783.89999997616,12,10
"64869",18,"Female","Neutral","<p>All flowers need grurm.</p><p>Daisies need grurm.</p>","AC","Invalid","Believable","Conflict","5",24,"Yes","false",2889.59999996424,7.96887336321029,71,1740.80000001192,13,9
"64869",18,"Female","Neutral","<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>","MT","Valid","Unbelievable","Conflict","5",65,"Yes","true",6320.60000002384,8.75156941934733,79,4756.19999998808,14,5
"64869",18,"Female","Neutral","<p>All krirks need water.</p><p>Roses are krirks.</p>","MP","Valid","Believable","No-conflict","1",56,"Yes","true",685.100000023842,6.52956481304365,68,2003.5,15,10
"64869",18,"Female","Neutral","<p>All slifth is liquid.</p><p>Water is not slifth.</p>","DA","Invalid","Unbelievable","No-conflict","6",87,"Yes","false",9245.30000001192,9.13187059326898,69,3610.40000003576,16,0
"64869",18,"Female","Neutral","<p>All broans can fly.</p><p>Planes are not broans.</p>","DA","Invalid","Unbelievable","No-conflict","4",10,"Yes","false",1972.19999998808,7.58690494989218,62,3322.89999997616,17,7
"64869",18,"Female","Neutral","<p>All dogs have zems.</p><p>Labradors have zems.</p>","AC","Invalid","Believable","Conflict","4",19,"Yes","false",952.5,6.85909010700086,65,1675,18,10
"64869",18,"Female","Neutral","<p>All taizes have wheels.</p><p>Trolley suitcasees are not taizes.</p>","DA","Invalid","Unbelievable","No-conflict","2",96,"Yes","false",9485.30000001192,9.15749851075791,68,2462.10000002384,19,5
"64869",18,"Female","Neutral","<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>","DA","Invalid","Believable","Conflict","1",74,"Yes","false",1067,6.97260625130175,62,1698.79999995232,20,10
"64869",18,"Female","Neutral","<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>","DA","Invalid","Believable","Conflict","4",38,"Yes","false",3517,8.16536363247398,53,2991.10000002384,21,3
"64869",18,"Female","Neutral","<p>All trees will become crill.</p><p>Skyscrapers under construction will become crill.</p>","AC","Invalid","Unbelievable","No-conflict","4",119,"Yes","false",2070.60000002384,7.63559369934353,57,3008.09999996424,22,1
"64869",18,"Female","Neutral","<p>All African countries are clett.</p><p>The North Pole is not clett.</p>","MT","Valid","Believable","No-conflict","1",1,"Yes","true",6640.19999998808,8.800897362497,62,1585.10000002384,23,10
"64869",18,"Female","Neutral","<p>All joughts are green.</p><p>Solar panels are not joughts.</p>","DA","Invalid","Unbelievable","No-conflict","8",54,"No","true",2318.39999997616,7.74863257155613,68,1808.90000003576,24,2
"64869",18,"Female","Neutral","<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>","MP","Valid","Unbelievable","Conflict","4",109,"Yes","true",5405.59999996424,8.59519073223135,71,2725.30000001192,25,0
"64869",18,"Female","Neutral","<p>All cycling requires mirts.</p><p>Swimming does not require mirts.</p>","MT","Valid","Believable","No-conflict","7",14,"Yes","true",5074.39999997616,8.53196357031499,66,2257.69999998808,26,9
"64869",18,"Female","Neutral","<p>All humans have frelns.</p><p>Amputees don't have frelns.</p>","MT","Valid","Unbelievable","Conflict","3",46,"No","false",3293.80000001192,8.09979719244373,67,2400,27,1
"64869",18,"Female","Neutral","<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>","MT","Valid","Unbelievable","Conflict","4",97,"Yes","true",1807.09999996424,7.49947862938433,60,1968.5,28,5
"64869",18,"Female","Neutral","<p>All broans have feathers.</p><p>Parrots are broans.</p>","MP","Valid","Believable","No-conflict","7",11,"Yes","true",1116.20000004768,7.01768533839705,63,2016.59999996424,29,9
"64869",18,"Female","Neutral","<p>All hirks can walk.</p><p>Whales are hirks.</p>","MP","Valid","Unbelievable","Conflict","1",43,"Yes","true",972.600000023842,6.8799728979942,63,2386,30,1
"64869",18,"Female","Neutral","<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>","DA","Invalid","Believable","Conflict","7",128,"Yes","false",4783.90000003576,8.47301139240944,63,2043.30000001192,31,1
"64869",18,"Female","Neutral","<p>All birds have spuckes.</p><p>Parrots have spuckes.</p>","AC","Invalid","Believable","Conflict","7",9,"Yes","false",751.5,6.62207120919303,65,1767.5,32,10
"64869",18,"Female","Neutral","<p>All flowers need vak.</p><p>Roses need vak.</p>","AC","Invalid","Believable","Conflict","2",25,"Yes","false",582,6.36647044773144,66,2105.30000001192,33,10
"64869",18,"Female","Neutral","<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>","MT","Valid","Unbelievable","Conflict","7",70,"Yes","true",1323.80000001192,7.18826166769383,74,1930.40000003576,34,5
"64869",18,"Female","Neutral","<p>All sherg is liquid.</p><p>Coal is sherg.</p>","MP","Valid","Unbelievable","Conflict","6",85,"Yes","true",747.300000011921,6.6164667109522,70,2968.39999997616,35,1
"64869",18,"Female","Neutral","<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>","AC","Invalid","Unbelievable","No-conflict","1",122,"Yes","false",1937.79999995232,7.5693085879263,63,1828.19999998808,36,7
"64869",18,"Female","Neutral","<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>","DA","Invalid","Unbelievable","No-conflict","3",108,"No","true",3354.39999997616,8.11802819584945,72,2964.69999998808,37,3
"64869",18,"Female","Neutral","<p>All smolns are solid.</p><p>Ceramic is not a smoln.</p>","DA","Invalid","Unbelievable","No-conflict","1",89,"No","true",6561.59999996424,8.78898975463234,68,2535.40000003576,38,5
"64869",18,"Female","Neutral","<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>","DA","Invalid","Believable","Conflict","6",53,"Yes","false",1205.5,7.09464969762123,67,3138,39,5
"64869",18,"Female","Neutral","<p>All sweabes have two legs.</p><p>Leg amputees are sweabes.</p>","MP","Valid","Unbelievable","Conflict","2",95,"Yes","true",746.399999976158,6.61526164950119,69,2305.39999997616,40,1
"64869",18,"Female","Neutral","<p>All plants are slourby.</p><p>Mushrooms are not slourby.</p>","MT","Valid","Believable","No-conflict","6",77,"No","false",1113,7.01481435127554,70,1495.80000001192,41,1
"64869",18,"Female","Neutral","<p>All greembs have roots.</p><p>Oaks are greembs.</p>","MP","Valid","Believable","No-conflict","2",41,"Yes","true",1273.10000002384,7.14921015008633,70,1367.89999997616,42,9
"64869",18,"Female","Neutral","<p>All mammals can jaut.</p><p>Birds can jaut.</p>","AC","Invalid","Unbelievable","No-conflict","2",62,"Yes","false",1308.30000001192,7.17648386352594,67,2686.5,43,2
"64869",18,"Female","Neutral","<p>All greembs have branches.</p><p>Maples are greembs.</p>","MP","Valid","Believable","No-conflict","6",40,"Yes","true",750.5,6.62073965107352,68,1592.90000003576,44,9
"64869",18,"Female","Neutral","<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>","MT","Valid","Believable","No-conflict","4",107,"Yes","true",2277.69999998808,7.73092144086058,69,2189.59999996424,45,8
"64869",18,"Female","Neutral","<p>All greembs will become tall.</p><p>Bonsai are greembs.</p>","MP","Valid","Unbelievable","Conflict","3",42,"No","false",363.199999988079,5.89495364669432,64,1455.59999996424,46,8
"64869",18,"Female","Neutral","<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>","AC","Invalid","Unbelievable","No-conflict","6",61,"Yes","false",1778.20000004768,7.48335689571385,67,2603.60000002384,47,8
"64869",18,"Female","Neutral","<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>","AC","Invalid","Believable","Conflict","3",103,"Yes","false",1370,7.22256601882217,70,1521,48,10
"64869",18,"Female","Neutral","<p>All Scandinavian countries are volmy.</p><p>Indonesia is not volmy.</p>","MT","Valid","Believable","No-conflict","5",84,"Yes","true",1116.20000004768,7.01768533839705,66,1935.10000002384,49,10
"64869",18,"Female","Neutral","<p>All metals are hwill.</p><p>Mercury is not hwill.</p>","MT","Valid","Unbelievable","Conflict","2",71,"Yes","true",492.899999976158,6.20030631366296,68,4006.30000001192,50,5
"64869",18,"Female","Neutral","<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>","MP","Valid","Believable","No-conflict","4",12,"Yes","true",1341.19999998808,7.20132001458319,65,2870.60000002384,51,4
"64869",18,"Female","Neutral","<p>All things that are nank are bad for your health.</p><p>Salad is not nank.</p>","DA","Invalid","Believable","Conflict","3",104,"Yes","false",1618.29999995232,7.38913149449337,68,1593.09999996424,52,10
"64869",18,"Female","Neutral","<p>All things made of metal kring.</p><p>Diamonds kring.</p>","AC","Invalid","Unbelievable","No-conflict","3",98,"Yes","false",1306.80000001192,7.17533667973604,67,3222.10000002384,53,5
"64869",18,"Female","Neutral","<p>All lava is rhully.</p><p>Water is rhully.</p>","AC","Invalid","Unbelievable","No-conflict","7",59,"Yes","false",1740.69999998808,7.46204261015182,66,3523,54,1
"64869",18,"Female","Neutral","<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>","MT","Valid","Believable","No-conflict","8",37,"Yes","true",2030.5,7.61603734712635,71,1415.79999995232,55,10
"64869",18,"Female","Neutral","<p>All skoges have legs.</p><p>Snakes are skoges.</p>","MP","Valid","Unbelievable","Conflict","5",86,"Yes","true",560.5,6.32882924251221,69,3067.5,56,1
"64869",18,"Female","Neutral","<p>All krirks need air.</p><p>Daisies are krirks.</p>","MP","Valid","Believable","No-conflict","5",55,"Yes","true",404.200000047684,6.00190980508749,67,2312.90000003576,57,8
"64869",18,"Female","Neutral","<p>All worbl objects are fragile.</p><p>Sofas are not made of worbl.</p>","DA","Invalid","Believable","Conflict","8",127,"Yes","false",3568.5,8.17990061841112,75,2414.39999997616,58,8
"64869",18,"Female","Neutral","<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>","DA","Invalid","Believable","Conflict","2",93,"Yes","false",3195,8.06934236681164,67,2903.39999997616,59,9
"64869",18,"Female","Neutral","<p>All fish varl.</p><p>Dolphins varl.</p>","AC","Invalid","Unbelievable","No-conflict","5",21,"Yes","false",2396.29999995232,7.78168116005862,70,2347.30000001192,60,7
"64869",18,"Female","Neutral","<p>All greembs grow leaves.</p><p>Pines are greembs.</p>","MP","Valid","Unbelievable","Conflict","7",39,"Yes","true",852.799999952316,6.74852505335567,67,1503.90000003576,61,9
"64869",18,"Female","Neutral","<p>All Hult countries are cold.</p><p>Indonesia is not a Hult country.</p>","DA","Invalid","Believable","Conflict","5",45,"Yes","false",543.599999964237,6.2982136822112,72,2861,62,2
"64869",18,"Female","Neutral","<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>","DA","Invalid","Unbelievable","No-conflict","7",88,"Yes","false",892.899999976158,6.79447459249647,74,1548.80000001192,63,3
"64869",18,"Female","Neutral","<p>All fuel is veag.</p><p>Coal is not veag.</p>","MT","Valid","Unbelievable","Conflict","6",33,"Yes","true",1107.5,7.00986050191929,75,2991.30000001192,64,1
"64871",19,"Female","Neutral","<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>","MT","Valid","Unbelievable","Conflict","5",65,"Yes","true",8036.70000001788,8.9917738301573,77,5923.69999998808,1,5
"64871",19,"Female","Neutral","<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>","AC","Invalid","Believable","Conflict","3",103,"Yes","false",3805.70000001788,8.24425522184291,69,2221,2,1
"64871",19,"Female","Neutral","<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>","DA","Invalid","Believable","Conflict","2",93,"Yes","false",8016.59999999404,8.98926967082216,76,2558.90000000596,3,10
"64871",19,"Female","Neutral","<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>","MT","Valid","Believable","No-conflict","4",107,"Yes","true",9340.69999998808,9.14213647488008,62,2663.29999998212,4,1
"64871",19,"Female","Neutral","<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>","DA","Invalid","Believable","Conflict","7",128,"Yes","false",9881,9.19836900019496,65,2094.30000001192,5,10
"64871",19,"Female","Neutral","<p>All plants are slourby.</p><p>Mushrooms are not slourby.</p>","MT","Valid","Believable","No-conflict","6",77,"Yes","true",1966.5,7.58401059187186,58,1405.69999998808,6,8
"64871",19,"Female","Neutral","<p>All things made of metal kring.</p><p>Diamonds kring.</p>","AC","Invalid","Unbelievable","No-conflict","3",98,"No","true",7766.09999999404,8.95752338684971,65,4395.09999999404,7,0
"64871",19,"Female","Neutral","<p>All broans can fly.</p><p>Planes are not broans.</p>","DA","Invalid","Unbelievable","No-conflict","4",10,"No","true",6719.69999998808,8.81279878966176,67,2615.20000001788,8,0
"64871",19,"Female","Neutral","<p>All hirks can walk.</p><p>Whales are hirks.</p>","MP","Valid","Unbelievable","Conflict","1",43,"No","false",28481.8000000119,10.2570205657763,65,1696.89999997616,9,0
"64871",19,"Female","Neutral","<p>All joughts are green.</p><p>Solar panels are not joughts.</p>","DA","Invalid","Unbelievable","No-conflict","8",54,"No","true",12808.400000006,9.4578564846703,67,1664.90000000596,10,0
"64871",19,"Female","Neutral","<p>All krirks need water.</p><p>Roses are krirks.</p>","MP","Valid","Believable","No-conflict","1",56,"Yes","true",1644.5,7.40519166562911,67,2173.20000001788,11,10
"64871",19,"Female","Neutral","<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>","AC","Invalid","Unbelievable","No-conflict","1",122,"No","true",4132.90000000596,8.32673461872082,64,2209.29999998212,12,0
"64871",19,"Female","Neutral","<p>All taizes have wheels.</p><p>Trolley suitcasees are not taizes.</p>","DA","Invalid","Unbelievable","No-conflict","2",96,"No","true",4384.30000001192,8.38578525694623,67,2072.09999999404,13,0
"64871",19,"Female","Neutral","<p>All plants need draks.</p><p>Solar panels need draks.</p>","AC","Invalid","Unbelievable","No-conflict","8",78,"No","true",7394.5,8.90849175960682,64,1964.80000001192,14,0
"64871",19,"Female","Neutral","<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>","DA","Invalid","Unbelievable","No-conflict","7",88,"No","true",2132.60000002384,7.66509717159526,69,20165.5,15,1
"64871",19,"Female","Neutral","<p>All worbl objects are fragile.</p><p>Sofas are not made of worbl.</p>","DA","Invalid","Believable","Conflict","8",127,"No","true",53516.2999999821,10.8877415593776,66,3419.09999999404,16,0
"64871",19,"Female","Neutral","<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>","MP","Valid","Believable","No-conflict","3",34,"Yes","true",1571.09999999404,7.35953128994976,68,1953.59999999404,17,1
"64871",19,"Female","Neutral","<p>All birds can chid.</p><p>Penguins cannot chid.</p>","MT","Valid","Unbelievable","Conflict","1",4,"No","false",2074.40000000596,7.63742723422733,67,3121,18,0
"64871",19,"Female","Neutral","<p>All flowers need grurm.</p><p>Daisies need grurm.</p>","AC","Invalid","Believable","Conflict","5",24,"Yes","false",9928.70000001788,9.20318483205581,66,3530.69999998808,19,10
"64871",19,"Female","Neutral","<p>All humans have frelns.</p><p>Amputees don't have frelns.</p>","MT","Valid","Unbelievable","Conflict","3",46,"No","false",6475.90000000596,8.77584287304859,69,3905.69999998808,20,0
"64871",19,"Female","Neutral","<p>All birds have spuckes.</p><p>Parrots have spuckes.</p>","AC","Invalid","Believable","Conflict","7",9,"Yes","false",666.5,6.50204013961876,67,2247.20000001788,21,10
"64871",19,"Female","Neutral","<p>All greembs will become tall.</p><p>Bonsai are greembs.</p>","MP","Valid","Unbelievable","Conflict","3",42,"No","false",3517.5,8.16550578898854,10,1851.30000001192,22,5
"64871",19,"Female","Neutral","<p>All mammals can jaut.</p><p>Birds can jaut.</p>","AC","Invalid","Unbelievable","No-conflict","2",62,"Yes","false",5137,8.54422453046727,20,2748,23,5
"64871",19,"Female","Neutral","<p>All humans have roalts.</p><p>Newborns have roalts.</p>","AC","Invalid","Believable","Conflict","8",47,"Yes","false",33460.099999994,10.4181089631793,77,1967.5,24,10
"64871",19,"Female","Neutral","<p>All slifth is liquid.</p><p>Water is not slifth.</p>","DA","Invalid","Unbelievable","No-conflict","6",87,"Yes","false",143503.300000012,11.8741133104332,72,2619.79999998212,25,0
"64871",19,"Female","Neutral","<p>All things that are nank are bad for your health.</p><p>Salad is not nank.</p>","DA","Invalid","Believable","Conflict","3",104,"No","true",76332.6999999881,11.2428566968905,72,1980.90000000596,26,0
"64871",19,"Female","Neutral","<p>All greembs have roots.</p><p>Oaks are greembs.</p>","MP","Valid","Believable","No-conflict","2",41,"Yes","true",42846.6999999881,10.6653839082245,25,3406.30000001192,27,8
"64871",19,"Female","Neutral","<p>All Scandinavian countries are volmy.</p><p>Indonesia is not volmy.</p>","MT","Valid","Believable","No-conflict","5",84,"Yes","true",109790.199999988,11.6063265508865,64,3342.30000001192,28,1
"64871",19,"Female","Neutral","<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>","MT","Valid","Unbelievable","Conflict","4",97,"No","false",83206.5,11.3290807487577,67,2060.5,29,1
"64871",19,"Female","Neutral","<p>All hirks have teeth.</p><p>Sharks are not hirks.</p>","DA","Invalid","Unbelievable","No-conflict","5",44,"No","true",561.300000011921,6.33025552196939,70,1885.79999998212,30,0
"64871",19,"Female","Neutral","<p>All sports require gnourns.</p><p>Talking does not require gnourns.</p>","MT","Valid","Believable","No-conflict","3",92,"Yes","true",140993.599999994,11.8564697782592,68,47381.8999999762,31,8
"64871",19,"Female","Neutral","<p>All cycling requires mirts.</p><p>Swimming does not require mirts.</p>","MT","Valid","Believable","No-conflict","7",14,"No","false",79028.6999999881,11.277566356614,67,1804.59999999404,32,0
"64871",19,"Female","Neutral","<p>All African countries are clett.</p><p>The North Pole is not clett.</p>","MT","Valid","Believable","No-conflict","1",1,"Yes","true",199199.099999994,12.2020601060501,68,1355.79999998212,33,10
"64871",19,"Female","Neutral","<p>All fuel is veag.</p><p>Coal is not veag.</p>","MT","Valid","Unbelievable","Conflict","6",33,"No","false",NA,NA,72,1798.09999999404,34,1
"64871",19,"Female","Neutral","<p>All lava is rhully.</p><p>Water is rhully.</p>","AC","Invalid","Unbelievable","No-conflict","7",59,"No","true",120144.5,11.6964504640037,78,1999.19999998808,35,0
"64871",19,"Female","Neutral","<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>","DA","Invalid","Believable","Conflict","6",53,"Yes","false",83546.6999999881,11.3331610359364,64,1197.19999998808,36,10
"64871",19,"Female","Neutral","<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>","MP","Valid","Believable","No-conflict","4",12,"No","false",15526.599999994,9.65030996107234,73,1556.70000001788,37,7
"64871",19,"Female","Neutral","<p>All greembs have branches.</p><p>Maples are greembs.</p>","MP","Valid","Believable","No-conflict","6",40,"No","false",9615.70000001788,9.17115245828685,70,1630.90000000596,38,1
"64871",19,"Female","Neutral","<p>All sweabes have two legs.</p><p>Leg amputees are sweabes.</p>","MP","Valid","Unbelievable","Conflict","2",95,"No","false",11336.7000000179,9.33580052964206,67,3619.79999998212,39,10
"64871",19,"Female","Neutral","<p>All flowers need vak.</p><p>Roses need vak.</p>","AC","Invalid","Believable","Conflict","2",25,"Yes","false",19636.8000000119,9.88516063584385,65,2425.20000001788,40,10
"64871",19,"Female","Neutral","<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>","MP","Valid","Unbelievable","Conflict","4",109,"No","false",2523,7.83320394864106,68,1313.69999998808,41,0
"64871",19,"Female","Neutral","<p>All skoges have legs.</p><p>Snakes are skoges.</p>","MP","Valid","Unbelievable","Conflict","5",86,"No","false",61854.1999999881,11.0325352817397,67,3300.60000002384,42,0
"64871",19,"Female","Neutral","<p>All trees have smeifs.</p><p>Maples have smeifs.</p>","AC","Invalid","Believable","Conflict","6",117,"No","true",3475.59999999404,8.15352240496334,64,2625.09999999404,43,2
"64871",19,"Female","Neutral","<p>All vehicles need rorgs.</p><p>Bicycles do not need rorgs.</p>","MT","Valid","Unbelievable","Conflict","8",126,"Yes","true",161559,11.9926256800073,68,1738.29999998212,44,10
"64871",19,"Female","Neutral","<p>All fish varl.</p><p>Dolphins varl.</p>","AC","Invalid","Unbelievable","No-conflict","5",21,"Yes","false",979.700000017881,6.88724640236885,55,4570.30000001192,45,10
"64871",19,"Female","Neutral","<p>All smolns are solid.</p><p>Ceramic is not a smoln.</p>","DA","Invalid","Unbelievable","No-conflict","1",89,"No","true",58938.7000000179,10.9842531997203,24,3834.90000000596,46,8
"64871",19,"Female","Neutral","<p>All krirks need air.</p><p>Daisies are krirks.</p>","MP","Valid","Believable","No-conflict","5",55,"Yes","true",4991.20000001788,8.51543164080016,24,2581.09999999404,47,7
"64871",19,"Female","Neutral","<p>All suldes have skin.</p><p>Newborns are suldes.</p>","MP","Valid","Believable","No-conflict","8",94,"Yes","true",NA,NA,61,1311.59999999404,48,10
"64871",19,"Female","Neutral","<p>All trees will become crill.</p><p>Skyscrapers under construction will become crill.</p>","AC","Invalid","Unbelievable","No-conflict","4",119,"No","true",146912.900000006,11.8975951731465,25,1695.80000001192,49,1
"64871",19,"Female","Neutral","<p>All jilms are sour.</p><p>Oranges are jilms.</p>","MP","Valid","Unbelievable","Conflict","8",52,"Yes","true",3066.90000000596,8.02842255843302,69,1454.30000001192,50,9
"64871",19,"Female","Neutral","<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>","MT","Valid","Unbelievable","Conflict","7",70,"No","false",153.100000023842,5.03109130281937,66,2340.09999999404,51,1
"64871",19,"Female","Neutral","<p>All broans have feathers.</p><p>Parrots are broans.</p>","MP","Valid","Believable","No-conflict","7",11,"Yes","true",5234.89999997616,8.56310302092088,69,2509.80000001192,52,10
"64871",19,"Female","Neutral","<p>All greembs grow leaves.</p><p>Pines are greembs.</p>","MP","Valid","Unbelievable","Conflict","7",39,"Yes","true",1406.09999999404,7.24857519359253,61,3092.70000001788,53,7
"64871",19,"Female","Neutral","<p>All Hult countries are cold.</p><p>Indonesia is not a Hult country.</p>","DA","Invalid","Believable","Conflict","5",45,"No","true",58087.5,10.9697057733932,62,2861.09999999404,54,5
"64871",19,"Female","Neutral","<p>All metals are hwill.</p><p>Mercury is not hwill.</p>","MT","Valid","Unbelievable","Conflict","2",71,"No","false",35336.400000006,10.4726688731128,62,1900,55,1
"64871",19,"Female","Neutral","<p>All sherg is liquid.</p><p>Coal is sherg.</p>","MP","Valid","Unbelievable","Conflict","6",85,"No","false",1127.40000000596,7.02766937565276,65,1583.40000000596,56,0
"64871",19,"Female","Neutral","<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>","AC","Invalid","Unbelievable","No-conflict","6",61,"No","true",1642.59999999404,7.40403563130246,65,1508.59999999404,57,1
"64871",19,"Female","Neutral","<p>All dogs have zems.</p><p>Labradors have zems.</p>","AC","Invalid","Believable","Conflict","4",19,"Yes","false",3454.40000000596,8.14740405976227,67,1304.90000000596,58,10
"64871",19,"Female","Neutral","<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>","AC","Invalid","Believable","Conflict","1",118,"Yes","false",4332,8.37378460812088,64,1956.40000000596,59,8
"64871",19,"Female","Neutral","<p>All fruits can be feffed.</p><p>Knives cannot be feffed.</p>","MT","Valid","Believable","No-conflict","2",30,"No","false",1340,7.20042489294496,63,3012.30000001192,60,10
"64871",19,"Female","Neutral","<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>","MT","Valid","Believable","No-conflict","8",37,"Yes","true",1861.10000002384,7.52892298976273,62,2651,61,9
"64871",19,"Female","Neutral","<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>","DA","Invalid","Believable","Conflict","1",74,"Yes","false",52430.099999994,10.8672361328696,64,1638.60000002384,62,8
"64871",19,"Female","Neutral","<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>","DA","Invalid","Unbelievable","No-conflict","3",108,"No","true",5173.09999999404,8.55122740095799,37,2450.5,63,0
"64871",19,"Female","Neutral","<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>","DA","Invalid","Believable","Conflict","4",38,"No","true",5885.30000001192,8.68021299545744,56,1796.60000002384,64,5
"64882",18,"Male","Standard","<p>All birds have feathers.</p><p>Parrots have feathers.</p>","AC","Invalid","Believable","Conflict","7",8,"Yes","false",2652.2999997139,7.883182466972,100,3497.69999980927,1,10
"64882",18,"Male","Standard","<p>All things made of metal shine.</p><p>Old pennies don't shine</p>","MT","Valid","Unbelievable","Conflict","4",100,"No","false",1651.90000009537,7.40968141961883,100,2709.2000002861,2,0
"64882",18,"Male","Standard","<p>All fuel is liquid.</p><p>Coal is not a liquid.</p>","MT","Valid","Unbelievable","Conflict","6",32,"No","false",1479.59999990463,7.29952705989384,100,3590,3,0
