item_id,n_observations,mean_residual,residual_sd,mean_absolute_residual,max_absolute_standardized_residual,rate_abs_standardized_residual_gt_2
103,70,-0.03430984932002923,18.203702510391192,12.786333937325665,3.3238338084334993,0.08571428571428572
37,70,-0.1183686230399228,20.714258887527098,12.731289954122914,5.846958532080724,0.08571428571428572
99,71,-1.8234303194252288,18.577050527022774,12.65373632473327,4.816720546142354,0.056338028169014086
66,71,0.16081075917470355,16.79940155990553,12.653039833785952,2.4823739807827523,0.08450704225352113
21,70,-0.03871255739172353,18.053443833009084,12.651485808212989,3.7675283195045517,0.07142857142857142
100,71,-0.8671702607284519,17.420834530073883,12.603753122547776,3.796415129458428,0.056338028169014086
114,71,-0.4310470317721189,17.42358951457914,12.598658806524195,3.830786002258546,0.07042253521126761
91,71,0.23338603591308266,18.49203446648219,12.592065270524369,4.635706821327791,0.056338028169014086
77,70,-0.007617434931051191,18.34688428483122,12.588296506540242,4.185117829309597,0.05714285714285714
24,70,0.547338243943749,17.479955193139766,12.4311998541177,2.875350243867988,0.1
53,70,-1.6318885335400573,17.904029844457835,12.25795499083232,3.8257775836771843,0.1
70,70,-1.1957711440774061,18.549761525477706,12.18018613956063,5.5472524875490254,0.04285714285714286
122,70,-0.8389101264544523,18.037898216777553,12.154765129169874,4.196763337852686,0.05714285714285714
79,71,0.7100918754394305,18.46754682600702,12.132608988820426,5.561912866417688,0.04225352112676056
109,70,0.07709652386307998,18.338478573853763,12.115295707645428,3.7727728433174845,0.08571428571428572
29,71,1.1365414528650326,19.699915485546292,12.1097326192729,5.237595765773962,0.04225352112676056
16,71,0.991507423341024,18.173619316907786,12.063084608358736,3.988903931791058,0.08450704225352113
106,71,-0.6084227139246917,16.588268044605947,11.968185418500616,3.2318668988732213,0.07042253521126761
105,71,0.03434368254342056,16.105677449461684,11.933922403157782,2.6467353352388137,0.056338028169014086
81,71,0.23798386644523772,16.27071136733535,11.932782973919116,3.18417436900893,0.07042253521126761
19,70,1.60453658979412,16.262888608215363,11.839716128877178,3.083457306881382,0.07142857142857142
31,71,0.2805702589399073,16.7914057060456,11.777034588178076,4.373988913255442,0.028169014084507043
59,70,-2.056052165986072,18.543185534960173,11.689405062958665,4.6785916544285,0.05714285714285714
36,71,0.18050176868572837,17.10584383898752,11.660176703533036,5.437724752146319,0.04225352112676056
71,70,-0.6146223002050452,18.737860408505025,11.65587236905062,5.5402237604528155,0.05714285714285714
10,70,-0.4307393305785586,17.085547095724962,11.639142900458157,3.817437709243469,0.08571428571428572
13,71,-0.31086929735231567,15.815378723184248,11.575970879744123,2.883734521703736,0.04225352112676056
83,71,0.06486184113061234,17.287426205490515,11.546029504867866,3.438729974104969,0.07042253521126761
93,70,0.3960463891250808,16.719994705638708,11.521748823795164,3.0184666658537513,0.08571428571428572
27,71,1.1962703252112514,17.190792423132645,11.484914109686475,4.570459282927446,0.056338028169014086
107,70,-0.08597373823274321,19.12741291452788,11.456616696597486,4.467544472545005,0.08571428571428572
20,71,0.4710764533294232,17.48308940359129,11.11841503505715,5.248324837308331,0.056338028169014086
17,71,0.4527377939446216,16.42867496645999,11.116502684423617,4.496173863061445,0.04225352112676056
18,71,1.6557182790155889,15.933089874150076,11.087347174271315,3.492659286857324,0.056338028169014086
32,71,1.4346478428748475,15.61197778131886,11.084418051510257,2.6872458037076807,0.04225352112676056
41,70,0.7682260932784166,14.940417845369673,11.061596689085354,2.903431582335445,0.02857142857142857
116,71,2.4740863644102347,16.18757408095268,10.99275882801412,3.700445037314223,0.056338028169014086
111,71,1.2196189929736019,16.10668361979752,10.98822093982505,3.2681108110953807,0.07042253521126761
115,71,-0.40426347621003045,16.856847991761057,10.969732487196062,4.151201754656839,0.056338028169014086
87,70,-1.4721450925795634,16.407523537209542,10.947568575148471,3.70075725987076,0.07142857142857142
38,70,-0.5000653338818015,15.450431659156738,10.917791317195082,3.69434499877687,0.04285714285714286
101,71,1.3122838062829068,14.450513179286121,10.884693402553202,2.2306239659294502,0.028169014084507043
82,71,0.5921257162828923,15.98468405063588,10.878188516929942,3.9767008823797614,0.04225352112676056
124,71,-0.27893866508162507,14.381582158654624,10.867648149716064,2.1096886323541253,0.04225352112676056
57,71,-0.1548917695584382,14.667796119072275,10.835167184420568,2.4252963118395363,0.028169014084507043
60,71,-0.5156002529677436,15.091102796282085,10.81359677484568,2.9541495437378518,0.04225352112676056
104,70,1.6613659973355697,14.730586520172686,10.786258597633157,2.1934230261068275,0.05714285714285714
28,71,1.9647523703186234,14.524958412790157,10.7718126135574,2.9107745264362017,0.056338028169014086
84,70,-0.7900869211745587,16.794617089059923,10.686578972734283,3.9226789544456633,0.04285714285714286
23,71,1.5015178716774185,17.5310237722541,10.662921967757558,5.67728805406437,0.04225352112676056
58,71,-0.14908052369465508,15.99299136133394,10.620314585902541,3.995296475513204,0.056338028169014086
72,71,-0.8361728115146995,16.048817316497637,10.594073334348371,4.685215468242159,0.04225352112676056
121,71,-2.5733691767375046,15.33417959403351,10.570045745368533,3.981850592804004,0.056338028169014086
44,70,0.49654976293110065,16.299962699601213,10.539274864720491,3.8658461394651598,0.05714285714285714
49,71,1.426440101932932,14.769083704774564,10.538929880516134,2.9912509603559565,0.056338028169014086
5,71,-0.31233750709560654,14.017761352521845,10.536546533635315,2.8021180810340014,0.028169014084507043
90,71,-0.44496279066861005,15.390753854234893,10.531466777516911,3.6157299593132364,0.028169014084507043
67,71,0.2557525965905046,14.91952687627099,10.489842121314641,3.6580304025178267,0.028169014084507043
113,71,-1.2578592222555296,14.878582739361999,10.446988153358424,3.041134225244659,0.056338028169014086
4,70,2.298501737298262,14.70663428967388,10.376402372803037,2.4493538907351042,0.04285714285714286
86,70,1.3224229355700332,14.805556829488717,10.307543073194788,3.2996001944127737,0.04285714285714286
43,70,3.189888284938661,14.253253627937791,10.277691656329926,3.41016383955686,0.04285714285714286
127,70,0.3007782107896587,14.343434666460524,10.277470135580884,2.3646915212485937,0.07142857142857142
