prediction_type,n_observations,n_abs_standardized_residual_gt_2,rate_abs_standardized_residual_gt_2,n_abs_standardized_residual_gt_3,rate_abs_standardized_residual_gt_3
conditional,9024,523,0.057956560283687945,178,0.01972517730496454
