subject_id,item_id,sequence,condition,confidence,is_correct_binary,fitted,residual,standardized_residual,absolute_standardized_residual
63873,125,1,Standard,99.0,0,94.90353265927095,4.096467340729049,0.24563907290745268,0.24563907290745268
63873,17,2,Standard,100.0,1,105.68936659023362,-5.689366590233618,-0.3411551022903804,0.3411551022903804
63873,49,3,Standard,100.0,0,102.45018392271639,-2.4501839227163913,-0.1469219347228304,0.1469219347228304
63873,7,4,Standard,100.0,1,105.33862761293682,-5.338627612936818,-0.32012351823279556,0.32012351823279556
63873,105,5,Standard,99.0,0,97.94340632168596,1.0565936783140444,0.06335719779832216,0.06335719779832216
63873,73,6,Standard,100.0,1,96.41819076700332,3.581809232996676,0.21477830192296218,0.21477830192296218
63873,120,7,Standard,100.0,1,97.38330755687242,2.616692443127576,0.15690639088542144,0.15690639088542144
63873,6,8,Standard,100.0,1,101.68353102642726,-1.6835310264272607,-0.10095064018475162,0.10095064018475162
63873,60,9,Standard,100.0,1,100.66969978050815,-0.6696997805081537,-0.040157633279476,0.040157633279476
63873,35,10,Standard,100.0,1,104.14579721394026,-4.145797213940256,-0.2485970714252894,0.2485970714252894
63873,69,11,Standard,100.0,1,98.68323161980805,1.3167683801919452,0.07895821868962666,0.07895821868962666
63873,63,12,Standard,100.0,1,96.69252548685625,3.3074745131437453,0.19832819488048622,0.19832819488048622
63873,28,13,Standard,100.0,0,100.71623318842009,-0.716233188420091,-0.04294794557247681,0.04294794557247681
63873,82,14,Standard,100.0,1,96.96069815392268,3.039301846077322,0.18224758692290108,0.18224758692290108
63873,79,15,Standard,100.0,1,99.73103447353604,0.2689655264639583,0.016128150689201745,0.016128150689201745
63873,90,16,Standard,100.0,1,100.26577821078357,-0.2657782107835658,-0.015937027654725003,0.015937027654725003
63873,112,17,Standard,100.0,1,98.6683253740548,1.3316746259451975,0.07985205137100912,0.07985205137100912
63873,31,18,Standard,100.0,1,97.42407112035232,2.5759288796476767,0.15446205943865235,0.15446205943865235
63873,20,19,Standard,81.0,1,97.34271291895422,-16.34271291895422,-0.9799684743709245,0.9799684743709245
63873,111,20,Standard,100.0,0,99.51593355120443,0.4840664487955735,0.02902638391023665,0.02902638391023665
63873,22,21,Standard,100.0,1,106.15162009847215,-6.151620098472151,-0.3688735029921232,0.3688735029921232
63873,18,22,Standard,100.0,0,100.60168517484684,-0.6016851748468355,-0.036079230282654154,0.036079230282654154
63873,68,23,Standard,100.0,1,95.47248099302244,4.527519006977556,0.27148649774098055,0.27148649774098055
63873,110,24,Standard,100.0,1,95.60711564189019,4.392884358109811,0.2634133147815364,0.2634133147815364
63873,13,25,Standard,100.0,1,97.4879210793707,2.512078920629307,0.1506333837935391,0.1506333837935391
63873,101,26,Standard,100.0,1,101.95038690811498,-1.9503869081149787,-0.11695228890435448,0.11695228890435448
63873,2,27,Standard,100.0,0,98.43181418072844,1.5681858192715623,0.09403412226982999,0.09403412226982999
63873,58,28,Standard,100.0,1,100.43187215634129,-0.43187215634128506,-0.025896624402072205,0.025896624402072205
63873,15,29,Standard,100.0,1,101.74626393309472,-1.746263933094724,-0.10471233331028329,0.10471233331028329
63873,100,30,Standard,100.0,0,96.71400606370328,3.2859939362967197,0.19704014140822745,0.19704014140822745
63873,83,31,Standard,100.0,1,99.04224716034216,0.957752839657843,0.057430341814018515,0.057430341814018515
63873,8,32,Standard,100.0,0,102.90090404162615,-2.9009040416261485,-0.17394875147514602,0.17394875147514602
63873,116,33,Standard,100.0,0,101.66490507099839,-1.6649050709983868,-0.0998337601896215,0.0998337601896215
63873,51,34,Standard,100.0,0,97.16740684530308,2.832593154696923,0.16985258237648196,0.16985258237648196
63873,76,35,Standard,100.0,0,94.76712861282516,5.232871387174839,0.3137819904993557,0.3137819904993557
63873,67,36,Standard,100.0,1,100.19782989226564,-0.19782989226564496,-0.011862599475983093,0.011862599475983093
63873,16,37,Standard,100.0,0,98.62733278311303,1.372667216886967,0.08231011613693463,0.08231011613693463
63873,29,38,Standard,100.0,1,100.71164853176734,-0.711648531767338,-0.04267303289379284,0.04267303289379284
63873,23,39,Standard,100.0,0,99.44131783725663,0.5586821627433665,0.03350061335574753,0.03350061335574753
63873,3,40,Standard,100.0,1,100.18141819780115,-0.18141819780115043,-0.010878494617385258,0.010878494617385258
63873,36,41,Standard,78.0,0,95.516758289861,-17.516758289861002,-1.050368502608304,1.050368502608304
63873,115,42,Standard,100.0,1,103.5655178660156,-3.565517866015597,-0.21380141233767497,0.21380141233767497
63873,99,43,Standard,100.0,0,96.16295178629872,3.83704821370128,0.23008335903076862,0.23008335903076862
63873,66,44,Standard,100.0,0,95.90600368490088,4.093996315099119,0.24549090122820316,0.24549090122820316
63873,75,45,Standard,100.0,0,93.94442042523119,6.055579574768814,0.363114564071879,0.363114564071879
63873,26,46,Standard,100.0,1,105.50949392144517,-5.50949392144517,-0.3303692832107828,0.3303692832107828
63873,113,47,Standard,100.0,1,102.23320150771067,-2.2332015077106746,-0.13391088036160154,0.13391088036160154
63873,57,48,Standard,100.0,1,100.23178479617772,-0.2317847961777204,-0.013898658944759296,0.013898658944759296
63873,64,49,Standard,100.0,0,97.18475549811592,2.815244501884081,0.16881229408935958,0.16881229408935958
63873,27,50,Standard,100.0,0,99.51672066056128,0.4832793394387238,0.028979185971961637,0.028979185971961637
63873,50,51,Standard,100.0,0,92.18677864803018,7.8132213519698155,0.4685091542746227,0.4685091542746227
63873,81,52,Standard,100.0,0,96.50074846810186,3.499251531898139,0.20982784205780283,0.20982784205780283
63873,5,53,Standard,100.0,0,95.004065327606,4.995934672394,0.29957440378730227,0.29957440378730227
63873,121,54,Standard,100.0,1,98.8269712137092,1.1730287862908,0.0703390701283965,0.0703390701283965
63873,91,55,Standard,100.0,0,95.68125513044657,4.318744869553427,0.25896764154163165,0.25896764154163165
63873,102,56,Standard,100.0,0,95.22307715675865,4.776922843241351,0.2864416583766559,0.2864416583766559
63873,32,57,Standard,100.0,0,97.49443932812909,2.50556067187091,0.1502425259033581,0.1502425259033581
63873,123,58,Standard,100.0,1,96.41960674378913,3.5803932562108685,0.21469339480763722,0.21469339480763722
63873,114,59,Standard,100.0,0,96.04526616973547,3.95473383026453,0.2371402164014401,0.2371402164014401
63873,124,60,Standard,100.0,0,96.89228820445058,3.1077117955494202,0.18634969617174016,0.18634969617174016
63873,48,61,Standard,100.0,1,103.95695299444557,-3.9569529944455724,-0.23727328555266727,0.23727328555266727
63873,72,62,Standard,100.0,0,96.55261666317494,3.4473833368250553,0.2067176365340191,0.2067176365340191
63873,106,63,Standard,100.0,1,95.42078822665458,4.5792117733454205,0.27458618392189466,0.27458618392189466
63873,80,64,Standard,100.0,1,100.26501832902736,-0.265018329027356,-0.01589146238236,0.01589146238236
63884,89,1,Neutral,72.0,1,64.80887293267536,7.1911270673246435,0.43120611957886235,0.43120611957886235
63884,40,2,Neutral,70.0,1,74.57375445899147,-4.573754458991473,-0.27425894351523017,0.27425894351523017
63884,84,3,Neutral,75.0,1,70.64001735970069,4.359982640299307,0.2614404081798701,0.2614404081798701
63884,54,4,Neutral,78.0,1,70.69359740544361,7.306402594556388,0.4381184592322487,0.4381184592322487
63884,126,5,Neutral,63.0,1,69.32531007325107,-6.3253100732510745,-0.3792885852640645,0.3792885852640645
63884,78,6,Neutral,70.0,1,69.6968611681928,0.30313883180720325,0.018177306301706653,0.018177306301706653
63884,25,7,Neutral,81.0,0,71.12271428170536,9.877285718294644,0.5922779568046354,0.5922779568046354
63884,96,8,Neutral,19.0,1,62.079711482647895,-43.079711482647895,-2.5832161004937686,2.5832161004937686
63884,24,9,Neutral,82.0,0,69.72427454880967,12.275725451190326,0.7360971218093886,0.7360971218093886
63884,65,10,Neutral,27.0,0,66.49732875695497,-39.49732875695497,-2.368403409864024,2.368403409864024
63884,33,11,Neutral,66.0,0,67.36400509377657,-1.3640050937765693,-0.08179070374736348,0.08179070374736348
63884,45,12,Neutral,58.0,1,67.36355488432828,-9.36355488432828,-0.5614727885259078,0.5614727885259078
63884,104,13,Neutral,75.0,0,69.40200585620272,5.59799414379728,0.33567607825209433,0.33567607825209433
63884,43,14,Neutral,90.0,0,71.14388888426379,18.856111115736212,1.130680966758308,1.130680966758308
63884,70,15,Neutral,53.0,0,66.04196585533091,-13.041965855330915,-0.7820436818187817,0.7820436818187817
63884,55,16,Neutral,90.0,1,74.14117614970168,15.858823850298322,0.9509527268186612,0.9509527268186612
63884,62,17,Neutral,37.0,1,63.70246454144437,-26.70246454144437,-1.6011768406134022,1.6011768406134022
63884,122,18,Neutral,97.0,1,65.44576000347791,31.554239996522085,1.8921069336941203,1.8921069336941203
63884,98,19,Neutral,62.0,0,64.0339934405731,-2.0339934405730986,-0.12196564051046406,0.12196564051046406
63884,53,20,Neutral,43.0,1,64.8598899632825,-21.859889963282498,-1.3107984655588651,1.3107984655588651
63884,37,21,Neutral,65.0,0,68.8548229872548,-3.8548229872548063,-0.2311491990665032,0.2311491990665032
63884,86,22,Neutral,89.0,0,68.47714777483569,20.522852225164314,1.2306248224863985,1.2306248224863985
63884,46,23,Neutral,66.0,0,65.74878770881794,0.2512122911820569,0.01506360216652805,0.01506360216652805
63884,94,24,Neutral,77.0,1,75.51557301628529,1.4844269837147124,0.08901163801628026,0.08901163801628026
63884,47,25,Neutral,84.0,0,71.5619486680311,12.438051331968893,0.7458307716952037,0.7458307716952037
63884,42,26,Neutral,74.0,1,68.7071628836301,5.2928371163698955,0.31737775360461495,0.31737775360461495
63884,87,27,Neutral,83.0,1,66.4315735772985,16.568426422701506,0.9935030765516681,0.9935030765516681
63884,19,28,Neutral,87.0,0,70.25304958546486,16.746950414535135,1.0042080240584499,1.0042080240584499
63884,92,29,Neutral,75.0,0,70.76423789688901,4.235762103110986,0.2539916932132876,0.2539916932132876
63884,109,30,Neutral,67.0,1,66.44024037243756,0.5597596275624426,0.03356522206301508,0.03356522206301508
63884,117,31,Neutral,56.0,0,68.74245726388548,-12.742457263885484,-0.7640840579255324,0.7640840579255324
63884,4,32,Neutral,57.0,0,69.46577921471024,-12.465779214710238,-0.7474934363386032,0.7474934363386032
63884,1,33,Neutral,30.0,0,71.04712041025749,-41.04712041025749,-2.461334551077318,2.461334551077318
63884,95,34,Neutral,80.0,0,65.67449751514047,14.325502484859527,0.8590092039371767,0.8590092039371767
63884,118,35,Neutral,91.0,0,68.62569928133306,22.374300718666944,1.341644404397418,1.341644404397418
63884,93,36,Neutral,90.0,0,66.36753694708779,23.632463052912215,1.4170883915319725,1.4170883915319725
