subject_id,n_observations,mean_residual,residual_sd,mean_absolute_residual,max_absolute_standardized_residual,rate_abs_standardized_residual_gt_2
66087,64,-0.12761958116148953,42.01933742080565,37.89746194426234,3.9594487394236073,0.546875
67180,64,-0.22400308923325518,31.00514644254331,26.432073688968888,3.996325566470539,0.28125
68542,64,-0.022138156882829163,27.415709867919134,25.19799143336078,2.961556471591185,0.171875
67339,64,-0.3546813740559588,28.180088737152122,24.40391495987194,3.981939187749967,0.234375
66057,64,-0.04553856122992239,29.664763451228005,23.93377422029986,4.056639823577899,0.203125
64222,64,-0.4088940351354218,26.60020122267101,23.321459290815845,3.4484894255745733,0.171875
64685,64,0.1740665924916729,26.413193918427858,21.77772834368431,4.660303727551343,0.109375
64123,64,-0.08774000478702582,26.306276417519005,21.07819539546643,4.170464981813205,0.140625
69019,64,-0.12154494640716007,22.56446383641872,20.365240237248557,2.4412339948881123,0.15625
66020,64,-0.044130666544475616,25.483067965328637,19.623890137661448,4.453865333726068,0.125
67038,64,-0.03406116607532517,26.209155258684245,19.559427004000888,4.576141643592563,0.171875
64695,64,-0.29376575921023795,22.548265235046856,19.313818211053654,2.5266569099941334,0.171875
65163,64,-0.12487219457824628,23.264839115135796,19.015404969436595,3.8717352396695186,0.109375
68882,64,0.27218754670143874,24.422121951411484,18.833197855397557,3.601356231243259,0.140625
68426,64,-0.19184429289272553,22.729246422766675,18.689415568838868,3.440955929985088,0.0625
64388,64,-0.3163702549194807,23.761494327727615,18.438807952177225,3.8016835158050495,0.171875
68255,64,-0.14511953783383824,22.929236216993996,18.119408480022862,4.183021161245767,0.078125
67144,64,0.2784039733417927,22.49654877393299,17.988286069739367,3.7822680865982234,0.125
65112,64,0.055760562029908645,23.070988548497024,17.798119014993276,4.488120679499772,0.09375
66206,64,0.07842281650311089,22.170495938965857,17.689676054816886,4.908851975941125,0.03125
68193,64,-0.20118719732000134,19.79271948835931,17.622880099422257,2.0060451322235586,0.015625
65278,64,0.21274027522295236,20.370842901093408,17.211449375363536,3.449772745152054,0.078125
65021,64,0.19651917769367344,21.69560817411279,17.138893386002895,5.2369870823114315,0.09375
65323,64,-0.29498685958919013,21.043067897123517,17.104003422722883,2.5850965009904403,0.125
68051,64,-0.31286160624701553,22.560400312466072,17.073023357213152,3.3444644898904956,0.125
64793,64,0.18443955283258506,23.410346056092127,17.050078323379005,5.244160687384889,0.1875
66073,64,0.13527545001865393,22.257805063284014,16.810147435091693,4.898367888353098,0.125
68138,64,-0.004603367471185393,21.101026113703174,16.804914854437925,4.624801402955844,0.03125
65322,64,0.11333604827462485,18.856283910798943,16.728228810185602,2.7445647092509895,0.03125
66275,64,0.09710209212586607,20.54449256758311,16.629793191493352,3.2240622503477696,0.109375
66157,64,-0.805620505893837,17.52290410538375,16.40512604067215,2.4473268767058722,0.015625
67026,64,0.11032281374802477,23.45608324151045,16.38090524688632,4.523391840719255,0.109375
68016,64,-0.22618363903088035,21.77858812965231,16.325114848872676,3.654038336415477,0.140625
65080,64,0.20475530115100082,18.57207664545448,15.786398394917672,2.876429087928811,0.0625
66373,64,0.08030423399143904,20.37542164410594,15.644320608665192,3.5024391503240726,0.109375
67454,64,-0.0867368957899004,18.654437840533244,15.263062250708744,2.914820353530406,0.078125
66201,64,-0.10163351041450441,22.405568909575926,15.113678415081301,3.9225641324018814,0.09375
63884,64,-0.11164390716062045,19.924038360828373,15.058962747430584,2.9667362682855694,0.125
67179,64,-0.12084863665290935,21.496903838634786,14.923298005925272,4.375438686196603,0.09375
64438,64,-0.16278545086363394,19.524633737056753,14.843057956622918,3.328999701272594,0.0625
64189,64,-0.26279190638094974,19.473439498148224,14.723602769543685,3.3934330916337934,0.125
64159,64,-0.2886171252850863,19.97959721199583,14.686112597690157,3.261711019849358,0.125
68906,64,-0.2559828845640366,20.47313889374251,14.498754606067989,3.7125100186825337,0.125
66151,64,-0.1955709123106999,19.780647873943966,14.497596197421885,3.330943224021031,0.140625
64312,64,-0.1065319046042218,20.63806294572098,14.151022480771474,3.6632455845932483,0.140625
67186,64,0.07881325616455848,19.47291533291906,13.83858001150687,4.6691269442868695,0.0625
66312,64,-0.14771868191905047,17.21945610004358,13.475955264845926,2.598337372592158,0.0625
64973,64,-0.2957196145207446,17.52612666234264,13.41996059865424,2.4728322138691996,0.0625
65305,64,0.2108093862662106,20.617581288354998,13.313233539364976,4.336091395771853,0.09375
64939,64,-0.39572458149245204,15.94100635118882,13.256433072982151,2.220258071681655,0.0625
68896,64,0.1191572605145208,14.705158320188232,12.998490645547067,1.5707479502652872,0.0
65048,64,-0.0014092092189237349,15.576680155987297,12.487269293025012,2.0508312894417178,0.015625
64923,64,0.09108579502950276,18.16762096094265,12.366694804656369,3.3123480652430746,0.078125
63954,64,-0.4401149862295006,14.639580099286713,12.312004535901671,2.5855339057219515,0.015625
64707,64,0.26490682040385516,17.193624272343076,12.072697660119728,3.799438564193587,0.078125
66085,64,0.31924791957638554,15.014341041936987,11.939833248916845,2.7675340248936062,0.03125
64386,64,-0.40474567784203364,16.477427839357105,11.854417902693227,3.2123653039186877,0.109375
65554,64,0.3960859154520582,23.99938895890955,11.839681081989315,5.558087047931992,0.0625
66050,64,-0.30684444194684335,17.014702747673844,11.799303103215959,3.098183781193937,0.078125
65502,64,-0.0790552890634254,15.393172367489857,11.714875195355972,2.03712920993574,0.015625
65088,64,0.34881131286879663,17.121020541711054,11.682298339642657,4.861912042128465,0.03125
64890,64,-0.21720363870449855,16.765273140285462,11.668840601918497,3.4393764715078357,0.0625
64270,64,-0.2059476865228259,14.997566815860543,11.611748536378993,2.266608258619629,0.015625
63978,64,0.2374801703309657,17.233397769914202,11.609620528785669,3.6442379784177925,0.078125
68200,64,0.28928304632461366,14.325852314068076,11.563100299921082,2.1923653984864244,0.046875
66121,64,-0.006457767484455035,13.890888249729771,11.24653978611323,1.8323155479637765,0.0
64066,64,0.1652409434742499,15.310699341376568,11.023655313632887,3.9661188558092526,0.046875
65222,64,-0.3444543308867519,15.612168749600624,10.93494410772877,2.2180622650983586,0.03125
67100,64,0.017411033533574427,13.852614745145267,10.813977288635733,3.2230437403123133,0.03125
69283,64,0.25623140715774784,13.84093476066176,10.809434647603393,2.343452302538107,0.03125
68786,64,0.005654870656222499,15.534407264657727,10.578929337468956,4.096309236981238,0.0625
63885,64,0.3810614622649948,15.044481961310892,10.547249783395465,3.3520616182984457,0.046875
68007,64,0.36514912816117806,17.708603144579484,10.34310632741117,5.097466969747314,0.046875
66089,64,-0.32462707160186244,14.879740768617035,10.28779175589824,4.144839631255726,0.015625
67311,64,0.302386184118312,11.68064996667288,10.063664600845325,2.74678293769078,0.015625
68411,64,0.5127191846318602,19.540632316529432,9.911148923949366,5.5474994113404374,0.0625
65065,64,-0.0873874359210941,13.149741164251456,9.878188437431522,2.1599372593631747,0.03125
63969,64,0.17572182382963697,11.505776021732073,9.81594066911876,1.5189991169732922,0.0
68293,64,0.03287252287894726,11.777976244589095,9.743911269859638,1.773038651076417,0.0
64105,64,-0.41914687832054986,13.533754002931648,9.55467390727572,2.2791803168670888,0.015625
63977,64,0.3486753915639256,16.00990406864446,9.2418490534074,4.4703244640328785,0.046875
64776,64,-0.13943424689913986,12.023577487078622,9.050584190126324,1.6931107843672188,0.0
64871,64,-0.24601897992166144,14.397727831795551,8.781103599442128,3.170815606195817,0.0625
65028,64,-0.33559677304298186,10.890601746789153,8.661173649551992,1.5821980495222632,0.0
66305,64,0.4519984489529192,14.258729435145934,8.612484998998282,2.842643590532714,0.09375
65079,64,-0.3412092963784428,12.816140116654083,8.525106449723317,2.561390888640843,0.0625
64843,64,0.3494744646203223,14.436100317941934,8.516426950190308,3.6961191828430704,0.046875
64615,64,0.25802097872903595,10.035625462015775,8.460528637705583,1.9410817032277738,0.0
64947,64,-0.3138302134189551,11.888607407282691,8.44771336147712,1.9790428107007503,0.0
64116,64,-0.009659141276217587,12.061087538350879,8.417201986780523,2.307732535997212,0.03125
68549,64,-0.10538280673936462,11.191820742631682,8.415407857991612,2.0727224417785863,0.015625
67323,64,-0.3430208831849376,10.257645141519562,7.787096348588602,2.3149514421373434,0.015625
66036,64,0.3782513964759182,15.169795341990081,7.766798701573448,3.4794905984764584,0.0625
67024,64,0.2594288745518185,12.922655027880964,7.709535175110805,4.913500805281803,0.015625
68832,64,0.12371282248665771,9.074146089152494,7.707047040606326,1.1355361244445874,0.0
66420,64,-0.18592315085522726,11.536157977711763,7.572760602665227,2.3174551322720447,0.015625
68987,64,0.39396298083254777,14.689003323330708,7.5708835558514025,5.683718373172395,0.03125
67245,64,0.024871816353877918,9.186906002227424,7.473278002417357,1.2439774921964672,0.0
64882,64,-0.021896309974825945,9.719980185574025,7.442702797490479,1.3042543597506184,0.0
65973,64,-0.3730776241644628,10.783555196126631,7.331412295411807,2.3465175502424933,0.015625
64012,64,-0.11416354472552737,10.227095709702684,7.321741316758102,2.6051800121409907,0.015625
68939,64,0.3449420137253425,9.275434609299788,7.302810000342607,1.9718857747623255,0.0
68124,64,0.48468222210931033,11.258588229534947,7.145871570960493,3.8175459168534776,0.015625
66022,64,-0.4832466264610933,10.363283580313785,7.087855701661773,2.413208190912633,0.015625
64976,64,-0.34132977581503066,8.736477414035088,7.010943686290747,1.4221213752740745,0.0
64919,64,-0.13410603095265672,8.68034915934873,6.91914471482044,1.1842671819601578,0.0
64037,64,-0.1772337647866512,8.264022183126924,6.69708741349438,1.8168673345131872,0.0
68027,64,0.13338326084902064,9.277950659836737,6.547155451152118,2.4100268819048187,0.015625
67194,64,-0.5847059813595024,12.14789870755473,6.4532572355954025,2.888904310046214,0.0625
68881,64,0.36078412330716736,14.035719054937676,6.4461103853814095,5.810233908649015,0.015625
65071,64,-0.08160612272398526,8.298177050038099,6.385065208285134,1.9034716172232182,0.0
64652,64,0.32703935830290454,8.122559394774575,6.299617357371334,1.4161550194292216,0.0
64258,64,-0.4631629675723231,7.531649157575506,6.195950838922657,0.9457868564610313,0.0
64039,64,-0.22175260647865191,8.109944759091839,6.111283332747627,1.920456025900477,0.0
64038,64,-0.12149258372359328,8.598593890971454,6.023627859792878,1.8711157848356503,0.0
68800,64,0.46706131149984964,13.033164481805379,5.928363033822281,5.353553999716921,0.03125
64869,64,-0.18126391691018529,6.62893726080467,5.549727797015568,1.1398903297600347,0.0
68850,64,0.4719040155028116,12.57505385777289,5.486176642766709,4.0459411864819295,0.03125
65995,64,0.3366794700481892,12.052052108187459,5.47740883639864,5.175334423893562,0.015625
64926,64,-0.15325049963601933,7.301105554491788,5.405093134671713,1.766380436770276,0.0
67212,64,0.48947390513255784,9.795927029124258,5.392058881069578,2.6154988561636396,0.046875
