conflict_label,mean_models_int,sem_models_int,mean_models_ref,sem_models_ref,mean_intuitive_accuracy,sem_intuitive_accuracy,mean_reflective_accuracy,sem_reflective_accuracy,mean_confidence_intuitive,sem_confidence_intuitive,mean_confidence_reflective,sem_confidence_reflective,number_of_subjects,number_of_trials
Sans conflit,2.8137839792839716,0.07009160359436543,2.8580637976186196,0.06844890161734772,81.72737528820748,1.203710889861884,86.86622890548931,1.0708300856768747,70.70280183132138,1.6923709102439155,79.66319110875764,1.408702051523899,97,2869
Conflit,2.831661344148034,0.07194783793053718,2.8794863435347153,0.07066751601861629,40.14777957552395,2.8390135867179143,43.52990529926156,3.1880595820690347,70.16087108282355,1.6006178360103929,78.87896278046479,1.4099363885623697,97,2843
