parameter,estimate,standard_error,z_value,p_value,ci_95_lower,ci_95_upper
Intercept,73.15141167603767,1.7594196321400977,41.577012294138605,0.0,69.70294919704308,76.59987415503225
"C(condition, Treatment(reference='Neutral'))[T.Standard]",5.13570885459263,2.5347212885794845,2.026143417713116,0.042750089945013316,0.16765512897683976,10.10376258020842
sequence_c10,-0.43739164288615046,0.0965888987267386,-4.528384199964667,5.943643917296593e-06,-0.6267058843905582,-0.24807740138174278
subject_accuracy_z,0.3097927012185961,1.5029865464206076,0.20611808000302703,0.8366986761944191,-2.636060929765795,3.255646332202987
item_entropy_z,-2.4942510795980244,0.2725290541505207,-9.152239152528754,5.576546940614832e-20,-3.028408025733045,-1.960094133463004
subject_mean_models_z,-1.8005399656229721,1.5077122389806776,-1.1942199042174435,0.23239195909680133,-4.755655954025101,1.1545760227791562
models_within_subject_z,-0.49085629528290226,0.2182921579721359,-2.2486208384341415,0.024536629474761866,-0.9187089249082886,-0.06300366565751592
