parameter,estimate,standard_error,z_value,p_value,ci_95_lower,ci_95_upper,interpretation
Intercept,72.80544110759523,1.762322014574286,41.31222359222609,0.0,69.35128995902963,76.25959225616083,"Confiance prédite pour la condition Neutral, à la séquence moyenne, avec tous les prédicteurs standardisés à leur moyenne et validity_binary=0."
"C(condition, Treatment(reference='Neutral'))[T.Standard]",5.149964710793446,2.4980833628499517,2.061566394212754,0.03924903626328888,0.25372131960754096,10.046208101979351,Différence moyenne Standard moins Neutral.
sequence_c10,-0.43684541947645383,0.0965746349065712,-4.523397058648675,6.085492371710569e-06,-0.6261317038933334,-0.24755913505957428,Variation de confiance pour dix essais supplémentaires.
subject_accuracy_z,0.30979270121713126,1.4813475684281294,0.209128976763944,0.8343475546135746,-2.5936485329020025,3.213233935336265,Variation de confiance pour une augmentation d'un écart-type de la précision moyenne du participant.
item_entropy_z,-2.4373506415430777,0.2747735621971124,-8.870397217453593,7.288544836158481e-19,-2.975906823449418,-1.8987944596367372,Variation de confiance pour une augmentation d'un écart-type de l'entropie de l'item.
subject_mean_models_z,-1.8005399656229366,1.4860052236810644,-1.2116646273710405,0.22564078470710558,-4.7131102040378225,1.1120302727919495,Effet interindividuel : variation de confiance pour une augmentation d'un écart-type du nombre moyen de modèles mentaux du participant.
models_within_subject_z,-0.36592915410449217,0.24584909275357816,-1.4884299551647067,0.13663754167076936,-0.8477933759015054,0.11593506769252104,Effet intra-individuel : variation de confiance lorsque le nombre de modèles pour le type de tâche dépasse la moyenne personnelle d'un écart-type global.
validity_binary,0.6775841753441012,0.6168002203932837,1.098547232865871,0.2719656046676189,-0.531344256626735,1.8865126073149374,"Différence moyenne entre les essais valides et invalides, toutes les autres variables étant maintenues constantes."
